index,date,INV_STATE_R_MOTOR,FAILURE_R_MOTOR,ALARM_R_MOTOR,1,2,3,4,5
96,1762968068125,0,0,0,3.28,0,0,0,0
97,1762968068225,0,0,0,0,0,0,0,0
98,1762968068458,0,0,0,0,0,0,0,0
99,1762968068575,0,0,0,0,0,0,0,0
100,1762968068675,0,0,0,0,0,0,0,0
101,1762968068891,0,0,0,0,0,0,0,0
102,1762968068991,0,0,0,0,0,0,0,0
103,1762968069108,0,0,0,0,0,0,0,0
104,1762968069224,0,0,0,0,0,0,0,0
105,1762968069340,0,0,0,0,0,0,0,0
106,1762968069440,0,0,0,0,0,0,0,0
107,1762968069557,0,0,0,0,0,0,0,0
108,1762968069656,0,0,0,0,0,0,0,0
109,1762968069773,0,0,0,0,0,0,0,0
110,1762968069991,0,0,0,0,0,0,0,0
111,1762968070106,0,0,0,0,0,0,0,0
112,1762968070207,0,0,0,0,0,0,0,0
113,1762968070323,0,0,0,0,0,0,0,0
114,1762968070441,0,0,0,0,0,0,0,0
115,1762968070540,0,0,0,0,0,0,0,0
116,1762968070640,0,0,0,0,0,0,0,0
117,1762968070755,0,0,0,0,0,0,0,0
118,1762968071089,0,0,0,0,0,0,0,0
119,1762968071423,0,0,0,0,0,0,0,0
120,1762968071538,0,0,0,0,0,0,0,0
121,1762968071639,0,0,0,0,0,0,0,0
122,1762968071756,0,0,0,0,0,0,0,0
123,1762968071856,0,0,0,0,0,0,0,0
124,1762968071972,0,0,0,0,0,0,0,0
125,1762968072072,0,0,0,0,0,0,0,0
126,1762968072204,0,0,0,0,0,0,0,0
127,1762968072321,0,0,0,0,0,0,0,0
128,1762968072521,0,0,0,0,0,0,0,0
129,1762968072637,0,0,0,0,0,0,0,0
130,1762968072854,0,0,0,0,0,0,0,0
131,1762968072955,0,0,0,0,0,0,0,0
132,1762968073071,0,0,0,0,0,0,0,0
133,1762968073187,0,0,0,0,0,0,0,0
134,1762968073404,0,0,0,0,0,0,0,0
135,1762968073504,0,0,0,0,0,0,0,0
136,1762968073654,0,0,0,0,0,0,0,0
137,1762968074170,0,0,0,0,0,0,0,0
138,1762968074320,0,0,0,0,0,0,0,0
139,1762968074386,0,0,0,0,0,0,0,0
140,1762968074636,0,0,0,0,0,0,0,0
141,1762968074721,0,0,0,0,0,0,0,0
142,1762968074837,0,0,0,0,0,0,0,0
143,1762968074936,0,0,0,0,0,0,0,0
144,1762968075035,0,0,0,0,0,0,0,0
145,1762968075170,0,0,0,0,0,0,0,0
146,1762968075386,0,0,0,0,0,0,0,0
147,1762968075503,0,0,0,0,0,0,0,0
148,1762968075634,0,0,0,0,0,0,0,0
149,1762968075769,0,0,0,0,0,0,0,0
150,1762968075819,0,0,0,0,0,0,0,0
151,1762968075935,0,0,0,0,0,0,0,0
152,1762968076035,0,0,0,0,0,0,0,0
153,1762968076151,0,0,0,0,0,0,0,0
154,1762968076267,0,0,0,0,0,0,0,0
155,1762968076368,0,0,0,0,0,0,0,0
156,1762968076484,0,0,0,0,0,0,0,0
157,1762968076600,0,0,0,0,0,0,0,0
158,1762968076700,0,0,0,0,0,0,0,0
159,1762968076834,0,0,0,0,0,0,0,0
160,1762968076917,0,0,0,0,0,0,0,0
161,1762968077134,0,0,0,0,0,0,0,0
162,1762968077250,0,0,0,3.26,0,0,0,0
163,1762968077368,0,0,0,0,0,0,0,0
164,1762968077583,0,0,0,0,0,0,0,0
165,1762968077734,0,0,0,3.31,0,0,0,0
166,1762968077799,0,0,0,0,0,0,0,0
167,1762968077917,0,0,0,0,0,0,0,0
168,1762968078017,0,0,0,0,0,0,0,0
169,1762968078133,0,0,0,3.32,0,0,0,0
170,1762968078249,0,0,0,0,0,0,0,0
171,1762968078349,0,0,0,0,0,0,0,0
172,1762968078466,0,0,0,0,0,0,0,0
173,1762968078899,0,0,0,0,0,0,0,0
174,1762968079015,0,0,0,0,0,0,0,0
175,1762968079132,0,0,0,0,0,0,0,0
176,1762968079231,0,0,0,0,0,0,0,0
177,1762968079348,0,0,0,0,0,0,0,0
178,1762968079448,0,0,0,0,0,0,0,0
179,1762968079564,0,0,0,0,0,0,0,0
180,1762968079666,0,0,0,0,0,0,0,0
181,1762968079782,0,0,0,0,0,0,0,0
182,1762968079998,0,0,0,0,0,0,0,0
183,1762968080115,0,0,0,0,0,0,0,0
184,1762968080215,0,0,0,0,0,0,0,0
185,1762968080430,0,0,0,0,0,0,0,0
186,1762968080547,0,0,0,0,0,0,0,0
187,1762968080680,0,0,0,0,0,0,0,0
188,1762968080764,0,0,0,0,0,0,0,0
189,1762968080880,0,0,0,3.26,0,0,0,0
190,1762968080981,0,0,0,0,0,0,0,0
191,1762968081098,0,0,0,0,0,0,0,0
192,1762968081197,0,0,0,0,0,0,0,0
193,1762968081547,0,0,0,0,0,0,0,0
194,1762968081763,0,0,0,0,0,0,0,0
195,1762968081862,0,0,0,0,0,0,0,0
196,1762968081963,0,0,0,0,0,0,0,0
197,1762968082198,0,0,0,0,0,0,0,0
198,1762968082296,0,0,0,0,0,0,0,0
199,1762968082413,0,0,0,0,0,0,0,0
200,1762968082512,0,0,0,0,0,0,0,0
201,1762968082746,0,0,0,0,0,0,0,0
202,1762968082963,0,0,0,0,0,0,0,0
203,1762968083178,0,0,0,0,0,0,0,0
204,1762968083295,0,0,0,0,0,0,0,0
205,1762968083396,0,0,0,0,0,0,0,0
206,1762968083512,0,0,0,0,0,0,0,0
207,1762968083628,0,0,0,0,0,0,0,0
208,1762968083728,0,0,0,0,0,0,0,0
209,1762968083945,0,0,0,0,0,0,0,0
210,1762968084078,0,0,0,3.26,0,0,0,0
211,1762968084278,0,0,0,0,0,0,0,0
212,1762968084394,0,0,0,0,0,0,0,0
213,1762968084512,0,0,0,3.28,0,0,0,0
214,1762968084844,0,0,0,0,0,0,0,0
215,1762968085061,0,0,0,0,0,0,0,0
216,1762968085176,0,0,0,0,0,0,0,0
217,1762968085493,0,0,0,0,0,0,0,0
218,1762968085727,0,0,0,0,0,0,0,0
219,1762968085826,0,0,0,0,0,0,0,0
220,1762968086042,0,0,0,0,0,0,0,0
221,1762968086159,0,0,0,0,0,0,0,0
222,1762968086260,0,0,0,0,0,0,0,0
223,1762968086376,0,0,0,0,0,0,0,0
224,1762968086592,0,0,0,0,0,0,0,0
225,1762968086693,0,0,0,0,0,0,0,0
226,1762968087043,0,0,0,0,0,0,0,0
227,1762968087158,0,0,0,0,0,0,0,0
228,1762968087243,0,0,0,3.26,0,0,0,0
229,1762968087375,0,0,0,0,0,0,0,0
230,1762968087476,0,0,0,0,0,0,0,0
231,1762968087808,0,0,0,0,0,0,0,0
232,1762968087907,0,0,0,0,0,0,0,0
233,1762968088024,0,0,0,0,0,0,0,0
234,1762968088259,0,0,0,0,0,0,0,0
235,1762968088375,0,0,0,0,0,0,0,0
236,1762968088492,0,0,0,0,0,0,0,0
237,1762968088592,0,0,0,0,0,0,0,0
238,1762968088809,0,0,0,0,0,0,0,0
239,1762968088907,0,0,0,0,0,0,0,0
240,1762968089023,0,0,0,0,0,0,0,0
241,1762968089240,0,0,0,0,0,0,0,0
242,1762968089356,0,0,0,0,0,0,0,0
243,1762968089456,0,0,0,0,0,0,0,0
244,1762968089590,0,0,0,0,0,0,0,0
245,1762968089689,0,0,0,0,0,0,0,0
246,1762968089907,0,0,0,0,0,0,0,0
247,1762968090008,0,0,0,0,0,0,0,0
248,1762968090223,0,0,0,0,0,0,0,0
249,1762968090339,0,0,0,0,0,0,0,0
250,1762968090672,0,0,0,0,0,0,0,0
251,1762968090905,0,0,0,3.32,0,0,0,0
252,1762968091005,0,0,0,0,0,0,0,0
253,1762968091123,0,0,0,0,0,0,0,0
254,1762968091223,0,0,0,0,0,0,0,0
255,1762968091356,0,0,0,0,0,0,0,0
256,1762968091455,0,0,0,0,0,0,0,0
257,1762968091556,0,0,0,0,0,0,0,0
258,1762968091688,0,0,0,0,0,0,0,0
259,1762968091787,0,0,0,0,0,0,0,0
260,1762968091887,0,0,0,0,0,0,0,0
261,1762968091987,0,0,0,0,0,0,0,0
262,1762968092337,0,0,0,0,0,0,0,0
263,1762968092437,0,0,0,0,0,0,0,0
264,1762968092538,0,0,0,0,0,0,0,0
265,1762968092653,0,0,0,0,0,0,0,0
266,1762968092770,0,0,0,0,0,0,0,0
267,1762968092871,0,0,0,0,0,0,0,0
268,1762968092986,0,0,0,0,0,0,0,0
269,1762968093087,0,0,0,0,0,0,0,0
270,1762968093203,0,0,0,0,0,0,0,0
271,1762968093320,0,0,0,0,0,0,0,0
272,1762968093421,0,0,0,0,0,0,0,0
273,1762968093537,0,0,0,0,0,0,0,0
274,1762968093654,0,0,0,3.32,0,0,0,0
275,1762968093754,0,0,0,0,0,0,0,0
276,1762968093870,0,0,0,0,0,0,0,0
277,1762968093969,0,0,0,0,0,0,0,0
278,1762968094086,0,0,0,3.31,0,0,0,0
279,1762968094186,0,0,0,0,0,0,0,0
280,1762968094302,0,0,0,0,0,0,0,0
281,1762968094435,0,0,0,0,0,0,0,0
282,1762968094652,0,0,0,0,0,0,0,0
283,1762968094869,0,0,0,0,0,0,0,0
284,1762968094968,0,0,0,0,0,0,0,0
285,1762968095069,0,0,0,0,0,0,0,0
286,1762968095185,0,0,0,0,0,0,0,0
287,1762968095285,0,0,0,0,0,0,0,0
288,1762968095401,0,0,0,0,0,0,0,0
289,1762968095518,0,0,0,0,0,0,0,0
290,1762968095636,0,0,0,0,0,0,0,0
291,1762968095734,0,0,0,0,0,0,0,0
292,1762968095851,0,0,0,0,0,0,0,0
293,1762968095951,0,0,0,0,0,0,0,0
294,1762968096067,0,0,0,0,0,0,0,0
295,1762968096285,0,0,0,0,0,0,0,0
296,1762968096400,0,0,0,0,0,0,0,0
297,1762968096718,0,0,0,0,0,0,0,0
298,1762968096835,0,0,0,0,0,0,0,0
299,1762968097166,0,0,0,0,0,0,0,0
300,1762968097266,0,0,0,3.31,0,0,0,0
301,1762968097382,0,0,0,0,0,0,0,0
302,1762968097483,0,0,0,0,0,0,0,0
303,1762968097616,0,0,0,0,0,0,0,0
304,1762968097734,0,0,0,3.31,0,0,0,0
305,1762968097934,0,0,0,0,0,0,0,0
306,1762968098151,0,0,0,0,0,0,0,0
307,1762968098265,0,0,0,0,0,0,0,0
308,1762968098482,0,0,0,0,0,0,0,0
309,1762968098599,0,0,0,0,0,0,0,0
310,1762968098716,0,0,0,0,0,0,0,0
311,1762968098932,0,0,0,0,0,0,0,0
312,1762968099032,0,0,0,0,0,0,0,0
313,1762968099149,0,0,0,0,0,0,0,0
314,1762968099248,0,0,0,0,0,0,0,0
315,1762968099365,0,0,0,0,0,0,0,0
316,1762968099465,0,0,0,0,0,0,0,0
317,1762968099582,0,0,0,0,0,0,0,0
318,1762968099699,0,0,0,0,0,0,0,0
319,1762968099814,0,0,0,0,0,0,0,0
320,1762968099915,0,0,0,0,0,0,0,0
321,1762968100132,0,0,0,0,0,0,0,0
322,1762968100248,0,0,0,0,0,0,0,0
323,1762968100381,0,0,0,0,0,0,0,0
324,1762968100597,0,0,0,0,0,0,0,0
325,1762968100697,0,0,0,0,0,0,0,0
326,1762968100798,0,0,0,0,0,0,0,0
327,1762968101014,0,0,0,0,0,0,0,0
328,1762968101130,0,0,0,0,0,0,0,0
329,1762968101230,0,0,0,0,0,0,0,0
330,1762968101363,0,0,0,0,0,0,0,0
331,1762968101463,0,0,0,0,0,0,0,0
332,1762968101563,0,0,0,0,0,0,0,0
333,1762968101680,0,0,0,0,0,0,0,0
334,1762968101880,0,0,0,0,0,0,0,0
335,1762968101996,0,0,0,0,0,0,0,0
336,1762968102112,0,0,0,0,0,0,0,0
337,1762968102213,0,0,0,0,0,0,0,0
338,1762968102447,0,0,0,0,0,0,0,0
339,1762968102562,0,0,0,0,0,0,0,0
340,1762968102678,0,0,0,0,0,0,0,0
341,1762968102811,0,0,0,0,0,0,0,0
342,1762968102895,0,0,0,0,0,0,0,0
343,1762968102994,0,0,0,0,0,0,0,0
344,1762968103094,0,0,0,0,0,0,0,0
345,1762968103228,0,0,0,0,0,0,0,0
346,1762968103328,0,0,0,0,0,0,0,0
347,1762968103877,0,0,0,0,0,0,0,0
348,1762968103977,0,0,0,0,0,0,0,0
349,1762968104094,0,0,0,33139,0,0,0,0
350,1762968104194,0,0,0,0,0,0,0,0
351,1762968104310,0,0,0,0,0,0,0,0
352,1762968104528,0,0,0,0,0,0,0,0
353,1762968104760,0,0,0,0,0,0,0,0
354,1762968104976,0,0,0,0,0,0,0,0
355,1762968105076,0,0,0,0,0,0,0,0
356,1762968105193,0,0,0,0,0,0,0,0
357,1762968105310,0,0,0,0,0,0,0,0
358,1762968105426,0,0,0,0,0,0,0,0
359,1762968105526,0,0,0,0,0,0,0,0
360,1762968105610,0,0,0,0,0,0,0,0
361,1762968105776,0,0,0,0,0,0,0,0
362,1762968105844,0,0,0,0,0,0,0,0
363,1762968105960,0,0,0,0,0,0,0,0
364,1762968106059,0,0,0,0,0,0,0,0
365,1762968106176,0,0,0,0,0,0,0,0
366,1762968106292,0,0,0,0,0,0,0,0
367,1762968106426,0,0,0,0,0,0,0,0
368,1762968106743,0,0,0,0,0,0,0,0
369,1762968106876,0,0,0,3.31,0,0,0,0
370,1762968107159,0,0,0,0,0,0,0,0
371,1762968107292,0,0,0,3.28,0,0,0,0
372,1762968107393,0,0,0,0,0,0,0,0
373,1762968107508,0,0,0,0,0,0,0,0
374,1762968107641,0,0,0,0,0,0,0,0
375,1762968107742,0,0,0,0,0,0,0,0
376,1762968107840,0,0,0,0,0,0,0,0
377,1762968107942,0,0,0,0,0,0,0,0
378,1762968108258,0,0,0,0,0,0,0,0
379,1762968108407,0,0,0,0,0,0,0,0
380,1762968109374,0,0,0,0,0,0,0,0
381,1762968109473,0,0,0,0,0,0,0,0
382,1762968110023,0,0,0,0,0,0,0,0
383,1762968110240,0,0,0,0,0,0,0,0
384,1762968111339,0,0,0,0,0,0,0,0
385,1762968111438,0,0,0,0,0,0,0,0
386,1762968112771,0,0,0,0,0,0,0,0
387,1762968113120,0,0,0,0,0,0,0,0
388,1762968113337,0,0,0,0,0,0,0,0
389,1762968113437,0,0,0,0,0,0,0,0
390,1762968113554,0,0,0,0,0,0,0,0
391,1762968113704,0,0,0,3.28,0,0,0,0
392,1762968113819,0,0,0,0,0,0,0,0
393,1762968113887,0,0,0,0,0,0,0,0
394,1762968114103,0,0,0,0,0,0,0,0
395,1762968114219,0,0,0,0,0,0,0,0
396,1762968114436,0,0,0,0,0,0,0,0
397,1762968114536,0,0,0,0,0,0,0,0
398,1762968114652,0,0,0,0,0,0,0,0
399,1762968114769,0,0,0,0,0,0,0,0
400,1762968114886,0,0,0,0,0,0,0,0
401,1762968115102,0,0,0,0,0,0,0,0
402,1762968115202,0,0,0,0,0,0,0,0
403,1762968115318,0,0,0,0,0,0,0,0
404,1762968115434,0,0,0,0,0,0,0,0
405,1762968115534,0,0,0,0,0,0,0,0
406,1762968115651,0,0,0,0,0,0,0,0
407,1762968115752,0,0,0,0,0,0,0,0
408,1762968115968,0,0,0,3.32,0,0,0,0
409,1762968116084,0,0,0,0,0,0,0,0
410,1762968116201,0,0,0,0,0,0,0,0
411,1762968116634,0,0,0,0,0,0,0,0
412,1762968116751,0,0,0,0,0,0,0,0
413,1762968116967,0,0,0,0,0,0,0,0
414,1762968117101,0,0,0,0,0,0,0,0
415,1762968117200,0,0,0,0,0,0,0,0
416,1762968117300,0,0,0,0,0,0,0,0
417,1762968117450,0,0,0,0,0,0,0,0
418,1762968117516,0,0,0,0,0,0,0,0
419,1762968117633,0,0,0,0,0,0,0,0
420,1762968117735,0,0,0,0,0,0,0,0
421,1762968117866,0,0,0,0,0,0,0,0
422,1762968117949,0,0,0,0,0,0,0,0
423,1762968118066,0,0,0,0,0,0,0,0
424,1762968118182,0,0,0,0,0,0,0,0
425,1762968118433,0,0,0,0,0,0,0,0
426,1762968118499,0,0,0,0,0,0,0,0
427,1762968118632,0,0,0,0,0,0,0,0
428,1762968118832,0,0,0,0,0,0,0,0
429,1762968118932,0,0,0,0,0,0,0,0
430,1762968119150,0,0,0,3.26,0,0,0,0
431,1762968119266,0,0,0,0,0,0,0,0
432,1762968119415,0,0,0,0,0,0,0,0
433,1762968119498,0,0,0,0,0,0,0,0
434,1762968119614,0,0,0,3.32,0,0,0,0
435,1762968119832,0,0,0,0,0,0,0,0
436,1762968119932,0,0,0,0,0,0,0,0
437,1762968120048,0,0,0,3.27,0,0,0,0
438,1762968120147,0,0,0,0,0,0,0,0
439,1762968120264,0,0,0,0,0,0,0,0
440,1762968120381,0,0,0,0,0,0,0,0
441,1762968120480,0,0,0,0,0,0,0,0
442,1762968120597,0,0,0,0,0,0,0,0
443,1762968120714,0,0,0,0,0,0,0,0
444,1762968120814,0,0,0,0,0,0,0,0
445,1762968120931,0,0,0,0,0,0,0,0
446,1762968121030,0,0,0,0,0,0,0,0
447,1762968121147,0,0,0,0,0,0,0,0
448,1762968121479,0,0,0,0,0,0,0,0
449,1762968121813,0,0,0,0,0,0,0,0
450,1762968121929,0,0,0,0,0,0,0,0
451,1762968122014,0,0,0,0,0,0,0,0
452,1762968122130,0,0,0,0,0,0,0,0
453,1762968122362,0,0,0,0,0,0,0,0
454,1762968122463,0,0,0,0,0,0,0,0
455,1762968122579,0,0,0,0,0,0,0,0
456,1762968122695,0,0,0,0,0,0,0,0
457,1762968123012,0,0,0,1,0,0,0,0
458,1762968123129,0,0,0,0,0,0,0,0
459,1762968123345,0,0,0,0,0,0,0,0
460,1762968123445,0,0,0,0,0,0,0,0
461,1762968123563,0,0,0,0,0,0,0,0
462,1762968123678,0,0,0,0,0,0,0,0
463,1762968123894,0,0,0,0,0,0,0,0
464,1762968124011,0,0,0,0,0,0,0,0
465,1762968124111,0,0,0,0,0,0,0,0
466,1762968124229,0,0,0,0,0,0,0,0
467,1762968124344,0,0,0,0,0,0,0,0
468,1762968124445,0,0,0,0,0,0,0,0
469,1762968124545,0,0,0,0,0,0,0,0
470,1762968124794,0,0,0,0,0,0,0,0
471,1762968124879,0,0,0,0,0,0,0,0
472,1762968125211,0,0,0,0,0,0,0,0
473,1762968125328,0,0,0,0,0,0,0,0
474,1762968125445,0,0,0,0,0,0,0,0
475,1762968125543,0,0,0,0,0,0,0,0
476,1762968125777,0,0,0,0,0,0,0,0
477,1762968125877,0,0,0,0,0,0,0,0
478,1762968126093,0,0,0,0,0,0,0,0
479,1762968126309,0,0,0,0,0,0,0,0
480,1762968126444,0,0,0,33150,0,0,0,0
481,1762968126544,0,0,0,0,0,0,0,0
482,1762968126676,0,0,0,0,0,0,0,0
483,1762968126742,0,0,0,0,0,0,0,0
484,1762968126960,0,0,0,0,0,0,0,0
485,1762968127077,0,0,0,0,0,0,0,0
486,1762968127194,0,0,0,0,0,0,0,0
487,1762968127293,0,0,0,0,0,0,0,0
488,1762968127426,0,0,0,0,0,0,0,0
489,1762968127508,0,0,0,0,0,0,0,0
490,1762968127742,0,0,0,0,0,0,0,0
491,1762968127942,0,0,0,0,0,0,0,0
492,1762968128075,0,0,0,0,0,0,0,0
493,1762968128159,0,0,0,0,0,0,0,0
494,1762968128291,0,0,0,0,0,0,0,0
495,1762968128408,0,0,0,0,0,0,0,0
496,1762968128624,0,0,0,0,0,0,0,0
497,1762968128841,0,0,0,0,0,0,0,0
498,1762968128941,0,0,0,0,0,0,0,0
499,1762968129423,0,0,0,0,0,0,0,0
500,1762968129507,0,0,0,0,0,0,0,0
501,1762968129608,0,0,0,3.31,0,0,0,0
502,1762968129757,0,0,0,0,0,0,0,0
503,1762968130058,0,0,0,0,0,0,0,0
504,1762968130143,0,0,0,0,0,0,0,0
505,1762968130722,0,0,0,0,0,0,0,0
506,1762968131039,0,0,0,0,0,0,0,0
507,1762968131255,0,0,0,0,0,0,0,0
508,1762968131406,0,0,0,0,0,0,0,0
509,1762968131488,0,0,0,0,0,0,0,0
510,1762968131705,0,0,0,0,0,0,0,0
511,1762968131923,0,0,0,0,0,0,0,0
512,1762968132038,0,0,0,0,0,0,0,0
513,1762968132455,0,0,0,0,0,0,0,0
514,1762968132572,0,0,0,0,0,0,0,0
515,1762968132739,0,0,0,33136,0,0,0,0
516,1762968132905,0,0,0,0,0,0,0,0
517,1762968133005,0,0,0,0,0,0,0,0
518,1762968133137,0,0,0,33137,0,0,0,0
519,1762968133455,0,0,0,0,0,0,0,0
520,1762968133555,0,0,0,0,0,0,0,0
521,1762968133887,0,0,0,0,0,0,0,0
522,1762968134003,0,0,0,0,0,0,0,0
523,1762968134120,0,0,0,0,0,0,0,0
524,1762968134220,0,0,0,0,0,0,0,0
525,1762968134437,0,0,0,0,0,0,0,0
526,1762968134554,0,0,0,0,0,0,0,0
527,1762968134688,0,0,0,0,0,0,0,0
528,1762968134803,0,0,0,0,0,0,0,0
529,1762968134869,0,0,0,0,0,0,0,0
530,1762968134986,0,0,0,0,0,0,0,0
531,1762968135119,0,0,0,0,0,0,0,0
532,1762968135420,0,0,0,0,0,0,0,0
533,1762968135703,0,0,0,3.32,0,0,0,0
534,1762968135769,0,0,0,0,0,0,0,0
535,1762968135885,0,0,0,1,0,0,0,0
536,1762968135985,0,0,0,0,0,0,0,0
537,1762968136086,0,0,0,0,0,0,0,0
538,1762968136420,0,0,0,3.31,0,0,0,0
539,1762968137917,0,0,0,0,0,0,0,0
540,1762968138084,0,0,0,0,0,0,0,0
541,1762968138201,0,0,0,0,0,0,0,0
542,1762968138301,0,0,0,0,0,0,0,0
543,1762968138450,0,0,0,0,0,0,0,0
544,1762968138535,0,0,0,0,0,0,0,0
545,1762968138667,0,0,0,0,0,0,0,0
546,1762968138833,0,0,0,0,0,0,0,0
547,1762968138916,0,0,0,0,0,0,0,0
548,1762968138966,0,0,0,3.32,0,0,0,0
549,1762968139083,0,0,0,0,0,0,0,0
550,1762968139183,0,0,0,0,0,0,0,0
551,1762968139299,0,0,0,0,0,0,0,0
552,1762968139416,0,0,0,0,0,0,0,0
553,1762968139532,0,0,0,0,0,0,0,0
554,1762968139649,0,0,0,0,0,0,0,0
555,1762968139783,0,0,0,0,0,0,0,0
556,1762968140066,0,0,0,0,0,0,0,0
557,1762968140165,0,0,0,0,0,0,0,0
558,1762968140282,0,0,0,0,0,0,0,0
559,1762968140399,0,0,0,0,0,0,0,0
560,1762968140515,0,0,0,0,0,0,0,0
561,1762968140648,0,0,0,0,0,0,0,0
562,1762968140782,0,0,0,0,0,0,0,0
563,1762968140899,0,0,0,0,0,0,0,0
564,1762968141064,0,0,0,0,0,0,0,0
565,1762968141165,0,0,0,0,0,0,0,0
566,1762968141280,0,0,0,0,0,0,0,0
567,1762968141397,0,0,0,0,0,0,0,0
568,1762968141532,0,0,0,0,0,0,0,0
569,1762968141647,0,0,0,0,0,0,0,0
570,1762968141747,0,0,0,0,0,0,0,0
571,1762968142063,0,0,0,0,0,0,0,0
572,1762968142263,0,0,0,0,0,0,0,0
573,1762968142380,0,0,0,0,0,0,0,0
574,1762968142614,0,0,0,0,0,0,0,0
575,1762968142746,0,0,0,3.27,0,0,0,0
