index,date,FRONT_LEFT,FRONT_RIGHT,REAR_LEFT,REAR_RIGHT
82,1780263921476,16,0,192,0
83,1780263921594,16,0,192,0
84,1780263923294,16,0,192,0
85,1780263923461,16,0,192,0
86,1780263924110,16,0,192,0
87,1780263924694,16,0,192,0
88,1780263930211,16,0,192,0
89,1780263932193,16,0,192,0
90,1780263932409,16,0,192,0
91,1780263932693,16,0,192,0
92,1780263932727,16,0,192,0
93,1780263933110,16,0,192,0
94,1780263934426,16,0,192,0
95,1780263934592,16,0,192,0
96,1780263935626,16,0,192,0
97,1780263938176,16,0,192,0
98,1780263938425,16,0,192,0
99,1780263940775,16,0,192,0
100,1780263941892,16,0,192,0
101,1780263942175,16,0,192,0
102,1780263944811,16,0,192,0
103,1780263946925,16,0,192,0
104,1780263947093,16,0,192,0
105,1780263947492,16,0,192,0
106,1780263948111,16,0,192,0
107,1780263950009,16,0,192,0
108,1780263950226,16,0,192,0
109,1780263951010,16,0,192,0
110,1780263951959,16,0,192,0
111,1780263951992,16,0,192,0
112,1780263952326,16,0,192,0
113,1780263953275,16,0,192,0
114,1780263954341,16,0,192,0
115,1780263954874,16,0,192,0
116,1780263959591,16,0,192,0
117,1780263960575,16,0,192,0
118,1780263961725,16,0,192,0
119,1780263963660,16,0,192,0
120,1780263964124,16,0,192,0
121,1780263966190,16,0,192,0
122,1780263969607,16,0,192,0
123,1780263970425,16,0,192,0
124,1780263971708,16,0,192,0
125,1780263972407,16,0,192,0
126,1780263974508,16,0,192,0
127,1780263975291,16,0,192,0
128,1780263976708,16,0,192,0
129,1780263978557,16,0,192,0
130,1780263978757,16,0,192,0
131,1780263978890,16,0,192,0
132,1780263979757,16,0,192,0
133,1780263979874,16,0,192,0
134,1780263980323,16,0,192,0
135,1780263985190,16,0,192,0
136,1780263985606,16,0,192,0
137,1780263986473,16,0,192,0
138,1780263987057,16,0,192,0
139,1780263989573,16,0,192,0
140,1780263990355,16,0,192,0
141,1780263990840,16,0,192,0
142,1780263991506,16,0,192,0
143,1780263993239,16,0,192,0
144,1780263995172,16,0,192,0
145,1780263995305,16,0,192,0
146,1780263995672,16,0,192,0
147,1780263996372,16,0,192,0
148,1780264001656,16,0,192,0
149,1780264004589,16,0,192,0
150,1780264006239,16,0,192,0
151,1780264007055,16,0,192,0
152,1780264008423,16,0,192,0
153,1780264009571,16,0,192,0
154,1780264010772,16,0,192,0
155,1780264010972,16,0,192,0
156,1780264012338,16,0,192,0
157,1780264012622,16,0,192,0
158,1780264014156,16,0,192,0
159,1780264014605,16,0,192,0
160,1780264016004,16,0,192,0
161,1780264018271,16,0,192,0
162,1780264018971,16,0,192,0
163,1780264019472,16,0,192,0
164,1780264020704,16,0,192,0
165,1780264022021,16,0,192,0
166,1780264024754,16,0,192,0
167,1780264030937,16,0,192,0
168,1780264032920,16,0,192,0
169,1780264033571,16,0,192,0
170,1780264035053,16,0,192,0
171,1780264036837,16,0,192,0
172,1780264037204,16,0,192,0
173,1780264037537,16,0,192,0
174,1780264037870,16,0,192,0
175,1780264039104,16,0,192,0
176,1780264040420,16,0,192,0
177,1780264040953,16,0,192,0
178,1780264046036,16,0,192,0
179,1780264048936,0,0,0,0
180,1780264049103,0,0,192,0
181,1780264050287,0,0,192,0
182,1780264051269,0,0,192,0
183,1780264052808,0,0,192,0
184,1780264053023,0,0,192,0
185,1780264053769,0,0,192,0
186,1780264053886,0,0,192,0
187,1780264055053,0,0,192,0
188,1780264055253,0,0,192,0
189,1780264056086,0,0,192,0
190,1780264056536,0,0,192,0
191,1780264058086,0,0,192,0
192,1780264106200,0,0,192,0
193,1780264106583,0,0,192,0
194,1780264106950,0,0,192,0
195,1780264107067,0,0,192,0
196,1780264108149,0,0,192,0
197,1780264108400,0,0,192,0
198,1780264110583,0,0,192,0
199,1780264115649,0,0,192,0
200,1780264118332,0,0,192,0
201,1780264118416,0,0,192,0
202,1780264118582,0,0,192,0
203,1780264118832,0,0,192,0
204,1780264119199,0,0,192,0
205,1780264122832,0,0,192,0
206,1780264126299,0,0,192,0
207,1780264127648,0,0,192,0
208,1780264128100,0,0,192,0
209,1780264128849,0,0,192,0
210,1780264129682,0,0,192,0
211,1780264132032,0,0,192,0
212,1780264132398,0,0,192,0
213,1780264134831,0,0,192,0
214,1780264134998,0,0,192,0
215,1780264135332,0,0,192,0
216,1780264136765,0,0,192,0
217,1780264137715,0,0,192,0
218,1780264138215,0,0,192,0
219,1780264141014,0,0,192,0
220,1780264142581,0,0,192,0
221,1780264142748,0,0,194,0
222,1780264144031,0,0,192,0
223,1780264144647,0,0,192,0
224,1780264145597,0,0,192,0
225,1780264146214,0,0,192,0
226,1780264149680,0,0,0,0
227,1780264151283,0,0,0,0
228,1780264151582,0,0,0,0
229,1780264152564,0,0,0,0
230,1780264155830,0,0,0,0
231,1780264155947,0,0,0,0
232,1780264156313,0,0,0,0
233,1780264161180,0,0,0,4
234,1780264162796,0,0,0,4
235,1780264164480,0,0,0,4
