index,date,LOST_MSG_R_MOTOR,BUS_OFF_R_MOTOR,CAN_STATE_R_MOTOR,1,2,3,4,5
85,1762969997683,0,0,2,0,0,0,0,0
86,1762969997900,0,0,2,0,0,0,0,0
87,1762969998052,0,0,2,0,0,0,0,0
88,1762969998349,0,0,2,0,0,0,0,0
89,1762969998565,0,0,2,0,0,0,0,0
90,1762969998665,0,0,2,33140,0,0,0,0
91,1762969998784,0,0,2,0,0,0,0,0
92,1762969998949,0,0,2,0,0,0,0,0
93,1762969999148,0,0,2,0,0,0,0,0
94,1762969999215,0,0,2,0,0,0,0,0
95,1762969999432,0,0,2,0,0,0,0,0
96,1762969999548,0,0,2,0,0,0,0,0
97,1762969999815,0,0,2,0,0,0,0,0
98,1762970000181,0,0,2,0,0,0,0,0
99,1762970000319,0,0,2,0,0,0,0,0
100,1762970000431,0,0,2,0,0,0,0,0
101,1762970000531,0,0,2,0,0,0,0,0
102,1762970000648,0,0,2,0,0,0,0,0
103,1762970000815,0,0,2,0,0,0,0,0
104,1762970000964,0,0,2,0,0,0,0,0
105,1762970001114,0,0,2,0,0,0,0,0
106,1762970001314,0,0,2,0,0,0,0,0
107,1762970001413,0,0,2,3.26,0,0,0,0
108,1762970001531,0,0,2,0,0,0,0,0
109,1762970001631,0,0,2,0,0,0,0,0
110,1762970002014,0,0,2,3.31,0,0,0,0
111,1762970002081,0,0,2,0,0,0,0,0
112,1762970002147,0,0,2,0,0,0,0,0
113,1762970002214,0,0,2,0,0,0,0,0
114,1762970002281,0,0,2,0,0,0,0,0
115,1762970002396,0,0,2,0,0,0,0,0
116,1762970002496,0,0,2,0,0,0,0,0
117,1762970002630,0,0,2,0,0,0,0,0
118,1762970003013,0,0,2,0,0,0,0,0
119,1762970003130,0,0,2,0,0,0,0,0
120,1762970003213,0,0,2,0,0,0,0,0
121,1762970003398,0,0,2,0,0,0,0,0
122,1762970003513,0,0,2,0,0,0,0,0
123,1762970003612,0,0,2,0,0,0,0,0
124,1762970003728,0,0,2,0,0,0,0,0
125,1762970003913,0,0,2,0,0,0,0,0
126,1762970004029,0,0,2,0,0,0,0,0
127,1762970004128,0,0,2,0,0,0,0,0
128,1762970004413,0,0,2,0,0,0,0,0
129,1762970004711,0,0,2,0,0,0,0,0
130,1762970004928,0,0,2,0,0,0,0,0
131,1762970005077,0,0,2,0,0,0,0,0
132,1762970005194,0,0,2,33140,0,0,0,0
133,1762970005327,0,0,2,0,0,0,0,0
134,1762970005377,0,0,2,0,0,0,0,0
135,1762970005493,0,0,2,0,0,0,0,0
136,1762970005593,0,0,2,0,0,0,0,0
137,1762970005895,0,0,2,0,0,0,0,0
138,1762970006027,0,0,2,0,0,0,0,0
139,1762970006194,0,0,2,0,0,0,0,0
140,1762970006260,0,0,2,0,0,0,0,0
141,1762970006477,0,0,2,0,0,0,0,0
142,1762970006875,0,0,2,0,0,0,0,0
143,1762970007042,0,0,2,0,0,0,0,0
144,1762970007241,0,0,2,0,0,0,0,0
145,1762970007908,0,0,2,0,0,0,0,0
146,1762970007975,0,0,2,0,0,0,0,0
147,1762970008091,0,0,2,0,0,0,0,0
148,1762970008241,0,0,2,3.31,0,0,0,0
149,1762970008341,0,0,2,0,0,0,0,0
150,1762970008457,0,0,2,0,0,0,0,0
151,1762970008573,0,0,2,0,0,0,0,0
152,1762970008674,0,0,2,3.31,0,0,0,0
153,1762970008840,0,0,2,0,0,0,0,0
154,1762970008957,0,0,2,0,0,0,0,0
155,1762970009092,0,0,2,0,0,0,0,0
156,1762970009291,0,0,2,0,0,0,0,0
157,1762970009657,0,0,2,0,0,0,0,0
158,1762970009874,0,0,2,0,0,0,0,0
159,1762970009991,0,0,2,0,0,0,0,0
160,1762970010323,0,0,2,0,0,0,0,0
161,1762970010356,0,0,2,0,0,0,0,0
162,1762970010659,0,0,2,0,0,0,0,0
163,1762970011140,0,0,2,0,0,0,0,0
164,1762970011254,0,0,2,0,0,0,0,0
165,1762970011439,0,0,2,0,0,0,0,0
166,1762970011539,0,0,2,0,0,0,0,0
167,1762970011656,0,0,2,0,0,0,0,0
168,1762970011772,0,0,2,0,0,0,0,0
169,1762970011954,0,0,2,3.32,0,0,0,0
170,1762970012155,0,0,2,0,0,0,0,0
171,1762970012254,0,0,2,0,0,0,0,0
172,1762970012321,0,0,2,0,0,0,0,0
173,1762970012637,0,0,2,0,0,0,0,0
174,1762970012754,0,0,2,0,0,0,0,0
175,1762970012954,0,0,2,0,0,0,0,0
176,1762970013105,0,0,2,0,0,0,0,0
177,1762970013237,0,0,2,0,0,0,0,0
178,1762970013553,0,0,2,0,0,0,0,0
179,1762970013753,0,0,2,0,0,0,0,0
180,1762970014039,0,0,2,0,0,0,0,0
181,1762970014203,0,0,2,0,0,0,0,0
182,1762970014420,0,0,2,0,0,0,0,0
183,1762970014519,0,0,2,0,0,0,0,0
184,1762970014904,0,0,2,0,0,0,0,0
185,1762970015020,0,0,2,0,0,0,0,0
186,1762970015153,0,0,2,3.31,0,0,0,0
187,1762970015285,0,0,2,0,0,0,0,0
188,1762970015302,0,0,2,0,0,0,0,0
189,1762970015501,0,0,2,0,0,0,0,0
190,1762970015602,0,0,2,0,0,0,0,0
191,1762970015852,0,0,2,0,0,0,0,0
192,1762970016167,0,0,2,0,0,0,0,0
193,1762970016484,0,0,2,0,0,0,0,0
194,1762970016601,0,0,2,0,0,0,0,0
195,1762970016704,0,0,2,0,0,0,0,0
196,1762970016851,0,0,2,0,0,0,0,0
197,1762970017034,0,0,2,0,0,0,0,0
198,1762970017135,0,0,2,0,0,0,0,0
199,1762970017383,0,0,2,0,0,0,0,0
200,1762970017483,0,0,2,0,0,0,0,0
201,1762970017599,0,0,2,0,0,0,0,0
202,1762970017884,0,0,2,32570,0,0,0,0
203,1762970017982,0,0,2,0,0,0,0,0
204,1762970018116,0,0,2,0,0,0,0,0
205,1762970018217,0,0,2,0,0,0,0,0
206,1762970018350,0,0,2,0,0,0,0,0
207,1762970018450,0,0,2,0,0,0,0,0
208,1762970018567,0,0,2,0,0,0,0,0
209,1762970018683,0,0,2,0,0,0,0,0
210,1762970018800,0,0,2,0,0,0,0,0
211,1762970019016,0,0,2,0,0,0,0,0
212,1762970019134,0,0,2,0,0,0,0,0
213,1762970019199,0,0,2,0,0,0,0,0
214,1762970019350,0,0,2,0,0,0,0,0
215,1762970019568,0,0,2,0,0,0,0,0
216,1762970019666,0,0,2,0,0,0,0,0
217,1762970019817,0,0,2,0,0,0,0,0
218,1762970020016,0,0,2,0,0,0,0,0
219,1762970020150,0,0,2,0,0,0,0,0
220,1762970020283,0,0,2,0,0,0,0,0
221,1762970020333,0,0,2,0,0,0,0,0
222,1762970020448,0,0,2,0,0,0,0,0
223,1762970020580,0,0,2,0,0,0,0,0
224,1762970020664,0,0,2,0,0,0,0,0
225,1762970020780,0,0,2,0,0,0,0,0
226,1762970020914,0,0,2,0,0,0,0,0
227,1762970021132,0,0,2,0,0,0,0,0
228,1762970021248,0,0,2,0,0,0,0,0
229,1762970021531,0,0,2,0,0,0,0,0
230,1762970021648,0,0,2,0,0,0,0,0
231,1762970021780,0,0,2,0,0,0,0,0
232,1762970022099,0,0,2,0,0,0,0,0
233,1762970022281,0,0,2,0,0,0,0,0
234,1762970022630,0,0,2,0,0,0,0,0
235,1762970023412,0,0,2,0,0,0,0,0
236,1762970024945,0,0,2,0,0,0,0,0
237,1762970025063,0,0,2,0,0,0,0,0
238,1762970025244,0,0,2,0,0,0,0,0
239,1762970025345,0,0,2,0,0,0,0,0
240,1762970025445,0,0,2,0,0,0,0,0
241,1762970025513,0,0,2,0,0,0,0,0
242,1762970025627,0,0,2,0,0,0,0,0
243,1762970025761,0,0,2,0,0,0,0,0
244,1762970025994,0,0,2,0,0,0,0,0
245,1762970026178,0,0,2,0,0,0,0,0
246,1762970026228,0,0,2,0,0,0,0,0
247,1762970026328,0,0,2,0,0,0,0,0
248,1762970026394,0,0,2,0,0,0,0,0
249,1762970026494,0,0,2,0,0,0,0,0
250,1762970026610,0,0,2,0,0,0,0,0
251,1762970026710,0,0,2,1,0,0,0,0
252,1762970026826,0,0,2,0,0,0,0,0
253,1762970026928,0,0,2,0,0,0,0,0
254,1762970027043,0,0,2,0,0,0,0,0
255,1762970027160,0,0,2,0,0,0,0,0
256,1762970027260,0,0,2,0,0,0,0,0
257,1762970027376,0,0,2,3.31,0,0,0,0
258,1762970027476,0,0,2,0,0,0,0,0
259,1762970027592,0,0,2,0,0,0,0,0
260,1762970027710,0,0,2,0,0,0,0,0
261,1762970027959,0,0,2,0,0,0,0,0
262,1762970028227,0,0,2,0,0,0,0,0
263,1762970028492,0,0,2,0,0,0,0,0
264,1762970028608,0,0,2,0,0,0,0,0
265,1762970028691,0,0,2,0,0,0,0,0
266,1762970028892,0,0,2,0,0,0,0,0
267,1762970029059,0,0,2,0,0,0,0,0
268,1762970029141,0,0,2,0,0,0,0,0
269,1762970029208,0,0,2,0,0,0,0,0
270,1762970029357,0,0,2,0,0,0,0,0
271,1762970029458,0,0,2,0,0,0,0,0
272,1762970029692,0,0,2,0,0,0,0,0
273,1762970029824,0,0,2,0,0,0,0,0
274,1762970029924,0,0,2,0,0,0,0,0
275,1762970030041,0,0,2,0,0,0,0,0
276,1762970030124,0,0,2,0,0,0,0,0
277,1762970030224,0,0,2,0,0,0,0,0
278,1762970030357,0,0,2,0,0,0,0,0
279,1762970030573,0,0,2,3.31,0,0,0,0
280,1762970030690,0,0,2,0,0,0,0,0
281,1762970031206,0,0,2,0,0,0,0,0
282,1762970031323,0,0,2,0,0,0,0,0
283,1762970031523,0,0,2,0,0,0,0,0
284,1762970031706,0,0,2,0,0,0,0,0
285,1762970031789,0,0,2,0,0,0,0,0
286,1762970031923,0,0,2,0,0,0,0,0
287,1762970032023,0,0,2,0,0,0,0,0
288,1762970032239,0,0,2,0,0,0,0,0
289,1762970032373,0,0,2,0,0,0,0,0
290,1762970032439,0,0,2,0,0,0,0,0
291,1762970032655,0,0,2,0,0,0,0,0
292,1762970032789,0,0,2,0,0,0,0,0
293,1762970033005,0,0,2,0,0,0,0,0
294,1762970033105,0,0,2,0,0,0,0,0
295,1762970033256,0,0,2,0,0,0,0,0
296,1762970033438,0,0,2,0,0,0,0,0
297,1762970033521,0,0,2,0,0,0,0,0
298,1762970033638,0,0,2,0,0,0,0,0
299,1762970033755,0,0,2,3.32,0,0,0,0
300,1762970033988,0,0,2,0,0,0,0,0
301,1762970034087,0,0,2,0,0,0,0,0
302,1762970034204,0,0,2,3.31,0,0,0,0
303,1762970034304,0,0,2,0,0,0,0,0
304,1762970034404,0,0,2,0,0,0,0,0
305,1762970034521,0,0,2,0,0,0,0,0
306,1762970034637,0,0,2,0,0,0,0,0
307,1762970034737,0,0,2,0,0,0,0,0
308,1762970034903,0,0,2,0,0,0,0,0
309,1762970035153,0,0,2,0,0,0,0,0
310,1762970035254,0,0,2,0,0,0,0,0
311,1762970035339,0,0,2,0,0,0,0,0
312,1762970035403,0,0,2,0,0,0,0,0
313,1762970035520,0,0,2,0,0,0,0,0
314,1762970035653,0,0,2,0,0,0,0,0
315,1762970035753,0,0,2,0,0,0,0,0
316,1762970035869,0,0,2,0,0,0,0,0
317,1762970035970,0,0,2,0,0,0,0,0
318,1762970036202,0,0,2,0,0,0,0,0
319,1762970036386,0,0,2,0,0,0,0,0
320,1762970036502,0,0,2,0,0,0,0,0
321,1762970036619,0,0,2,0,0,0,0,0
322,1762970036735,0,0,2,0,0,0,0,0
323,1762970037051,0,0,2,0,0,0,0,0
324,1762970037268,0,0,2,0,0,0,0,0
325,1762970037386,0,0,2,3.32,0,0,0,0
326,1762970037501,0,0,2,0,0,0,0,0
327,1762970037600,0,0,2,0,0,0,0,0
328,1762970037718,0,0,2,0,0,0,0,0
329,1762970037834,0,0,2,0,0,0,0,0
330,1762970037935,0,0,2,0,0,0,0,0
331,1762970038051,0,0,2,0,0,0,0,0
332,1762970038301,0,0,2,0,0,0,0,0
333,1762970038485,0,0,2,0,0,0,0,0
334,1762970038600,0,0,2,0,0,0,0,0
335,1762970038700,0,0,2,0,0,0,0,0
336,1762970038819,0,0,2,0,0,0,0,0
337,1762970038934,0,0,2,0,0,0,0,0
338,1762970039067,0,0,2,0,0,0,0,0
339,1762970039150,0,0,2,0,0,0,0,0
340,1762970039267,0,0,2,0,0,0,0,0
341,1762970039350,0,0,2,0,0,0,0,0
342,1762970039483,0,0,2,0,0,0,0,0
343,1762970039585,0,0,2,0,0,0,0,0
344,1762970039815,0,0,2,0,0,0,0,0
345,1762970039933,0,0,2,0,0,0,0,0
346,1762970040149,0,0,2,3.26,0,0,0,0
347,1762970040249,0,0,2,0,0,0,0,0
348,1762970040449,0,0,2,0,0,0,0,0
349,1762970040566,0,0,2,3.31,0,0,0,0
350,1762970040832,0,0,2,0,0,0,0,0
351,1762970040915,0,0,2,0,0,0,0,0
352,1762970041049,0,0,2,0,0,0,0,0
353,1762970041249,0,0,2,0,0,0,0,0
354,1762970041465,0,0,2,0,0,0,0,0
355,1762970041565,0,0,2,0,0,0,0,0
356,1762970041682,0,0,2,0,0,0,0,0
357,1762970041799,0,0,2,0,0,0,0,0
358,1762970042014,0,0,2,0,0,0,0,0
359,1762970042114,0,0,2,0,0,0,0,0
360,1762970042214,0,0,2,0,0,0,0,0
361,1762970042547,0,0,2,0,0,0,0,0
362,1762970042664,0,0,2,0,0,0,0,0
363,1762970042781,0,0,2,0,0,0,0,0
364,1762970042897,0,0,2,0,0,0,0,0
365,1762970043016,0,0,2,0,0,0,0,0
366,1762970043264,0,0,2,0,0,0,0,0
367,1762970043414,0,0,2,3.31,0,0,0,0
368,1762970043647,0,0,2,0,0,0,0,0
369,1762970043763,0,0,2,0,0,0,0,0
370,1762970043913,0,0,2,0,0,0,0,0
371,1762970044063,0,0,2,0,0,0,0,0
372,1762970044147,0,0,2,0,0,0,0,0
373,1762970044280,0,0,2,0,0,0,0,0
374,1762970044379,0,0,2,0,0,0,0,0
375,1762970044547,0,0,2,0,0,0,0,0
376,1762970044762,0,0,2,0,0,0,0,0
377,1762970045229,0,0,2,0,0,0,0,0
378,1762970045381,0,0,2,0,0,0,0,0
379,1762970046528,0,0,2,3.31,0,0,0,0
380,1762970046627,0,0,2,0,0,0,0,0
381,1762970046911,0,0,2,0,0,0,0,0
382,1762970046977,0,0,2,3.32,0,0,0,0
383,1762970047094,0,0,2,0,0,0,0,0
384,1762970047360,0,0,2,0,0,0,0,0
385,1762970047460,0,0,2,0,0,0,0,0
386,1762970047511,0,0,2,0,0,0,0,0
387,1762970047610,0,0,2,0,0,0,0,0
388,1762970047727,0,0,2,0,0,0,0,0
389,1762970047876,0,0,2,0,0,0,0,0
390,1762970048093,0,0,2,0,0,0,0,0
391,1762970048193,0,0,2,0,0,0,0,0
392,1762970048293,0,0,2,0,0,0,0,0
393,1762970048411,0,0,2,0,0,0,0,0
394,1762970048593,0,0,2,0,0,0,0,0
395,1762970048725,0,0,2,0,0,0,0,0
396,1762970048908,0,0,2,0,0,0,0,0
397,1762970049092,0,0,2,0,0,0,0,0
398,1762970049208,0,0,2,0,0,0,0,0
399,1762970049375,0,0,2,0,0,0,0,0
400,1762970049490,0,0,2,0,0,0,0,0
401,1762970049824,0,0,2,0,0,0,0,0
402,1762970049940,0,0,2,0,0,0,0,0
403,1762970050024,0,0,2,0,0,0,0,0
404,1762970050173,0,0,2,3.32,0,0,0,0
405,1762970050807,0,0,2,0,0,0,0,0
406,1762970050939,0,0,2,0,0,0,0,0
407,1762970051257,0,0,2,0,0,0,0,0
408,1762970051357,0,0,2,0,0,0,0,0
409,1762970051472,0,0,2,0,0,0,0,0
410,1762970051589,0,0,2,0,0,0,0,0
411,1762970051705,0,0,2,0,0,0,0,0
412,1762970051824,0,0,2,0,0,0,0,0
413,1762970051939,0,0,2,0,0,0,0,0
414,1762970052123,0,0,2,0,0,0,0,0
415,1762970052239,0,0,2,0,0,0,0,0
416,1762970052389,0,0,2,0,0,0,0,0
417,1762970052489,0,0,2,0,0,0,0,0
418,1762970052575,0,0,2,0,0,0,0,0
419,1762970052689,0,0,2,0,0,0,0,0
420,1762970052805,0,0,2,0,0,0,0,0
421,1762970052938,0,0,2,3.31,0,0,0,0
422,1762970053005,0,0,2,0,0,0,0,0
423,1762970053221,0,0,2,0,0,0,0,0
424,1762970053470,0,0,2,0,0,0,0,0
425,1762970053671,0,0,2,0,0,0,0,0
426,1762970053854,0,0,2,0,0,0,0,0
427,1762970053954,0,0,2,0,0,0,0,0
428,1762970054004,0,0,2,0,0,0,0,0
429,1762970054104,0,0,2,0,0,0,0,0
430,1762970054220,0,0,2,0,0,0,0,0
431,1762970054337,0,0,2,0,0,0,0,0
432,1762970054437,0,0,2,0,0,0,0,0
433,1762970054654,0,0,2,0,0,0,0,0
434,1762970054903,0,0,2,0,0,0,0,0
435,1762970054986,0,0,2,0,0,0,0,0
436,1762970055105,0,0,2,0,0,0,0,0
437,1762970055204,0,0,2,0,0,0,0,0
438,1762970055319,0,0,2,0,0,0,0,0
439,1762970055419,0,0,2,0,0,0,0,0
440,1762970055586,0,0,2,0,0,0,0,0
441,1762970055768,0,0,2,0,0,0,0,0
442,1762970055853,0,0,2,0,0,0,0,0
443,1762970055952,0,0,2,0,0,0,0,0
444,1762970056169,0,0,2,3.31,0,0,0,0
445,1762970056285,0,0,2,0,0,0,0,0
446,1762970056401,0,0,2,0,0,0,0,0
447,1762970056468,0,0,2,0,0,0,0,0
448,1762970056637,0,0,2,0,0,0,0,0
449,1762970056752,0,0,2,0,0,0,0,0
450,1762970056852,0,0,2,0,0,0,0,0
451,1762970056968,0,0,2,0,0,0,0,0
452,1762970057103,0,0,2,0,0,0,0,0
453,1762970057218,0,0,2,0,0,0,0,0
454,1762970057418,0,0,2,0,0,0,0,0
455,1762970057634,0,0,2,0,0,0,0,0
456,1762970057869,0,0,2,0,0,0,0,0
457,1762970057985,0,0,2,0,0,0,0,0
458,1762970058067,0,0,2,0,0,0,0,0
459,1762970058201,0,0,2,0,0,0,0,0
460,1762970058284,0,0,2,0,0,0,0,0
461,1762970058517,0,0,2,0,0,0,0,0
462,1762970058717,0,0,2,0,0,0,0,0
463,1762970058951,0,0,2,0,0,0,0,0
464,1762970059066,0,0,2,0,0,0,0,0
465,1762970059283,0,0,2,3.31,0,0,0,0
466,1762970059433,0,0,2,0,0,0,0,0
467,1762970059715,0,0,2,0,0,0,0,0
468,1762970059832,0,0,2,0,0,0,0,0
469,1762970059932,0,0,2,0,0,0,0,0
470,1762970060165,0,0,2,0,0,0,0,0
471,1762970060299,0,0,2,0,0,0,0,0
472,1762970060415,0,0,2,0,0,0,0,0
473,1762970060498,0,0,2,0,0,0,0,0
474,1762970060599,0,0,2,0,0,0,0,0
475,1762970060714,0,0,2,0,0,0,0,0
476,1762970060848,0,0,2,0,0,0,0,0
477,1762970060931,0,0,2,0,0,0,0,0
478,1762970061031,0,0,2,0,0,0,0,0
479,1762970061250,0,0,2,0,0,0,0,0
480,1762970061415,0,0,2,0,0,0,0,0
481,1762970061948,0,0,2,0,0,0,0,0
482,1762970062080,0,0,2,3.32,0,0,0,0
483,1762970062347,0,0,2,0,0,0,0,0
484,1762970062480,0,0,2,3.31,0,0,0,0
485,1762970062813,0,0,2,0,0,0,0,0
486,1762970062913,0,0,2,0,0,0,0,0
487,1762970063147,0,0,2,0,0,0,0,0
488,1762970063263,0,0,2,0,0,0,0,0
489,1762970063346,0,0,2,0,0,0,0,0
490,1762970063579,0,0,2,0,0,0,0,0
491,1762970063779,0,0,2,0,0,0,0,0
492,1762970063896,0,0,2,0,0,0,0,0
493,1762970064014,0,0,2,0,0,0,0,0
494,1762970064096,0,0,2,0,0,0,0,0
495,1762970064245,0,0,2,0,0,0,0,0
496,1762970064329,0,0,2,0,0,0,0,0
497,1762970064495,0,0,2,0,0,0,0,0
498,1762970064678,0,0,2,0,0,0,0,0
499,1762970064779,0,0,2,0,0,0,0,0
500,1762970064995,0,0,2,0,0,0,0,0
501,1762970065211,0,0,2,0,0,0,0,0
502,1762970065328,0,0,2,0,0,0,0,0
503,1762970065430,0,0,2,0,0,0,0,0
504,1762970065762,0,0,2,0,0,0,0,0
505,1762970065928,0,0,2,0,0,0,0,0
506,1762970065994,0,0,2,0,0,0,0,0
507,1762970066082,0,0,2,0,0,0,0,0
508,1762970066310,0,0,2,0,0,0,0,0
509,1762970066412,0,0,2,0,0,0,0,0
510,1762970066528,0,0,2,0,0,0,0,0
511,1762970066660,0,0,2,0,0,0,0,0
512,1762970066744,0,0,2,0,0,0,0,0
513,1762970066910,0,0,2,0,0,0,0,0
514,1762970067193,0,0,2,0,0,0,0,0
515,1762970067409,0,0,2,0,0,0,0,0
516,1762970067576,0,0,2,0,0,0,0,0
517,1762970067743,0,0,2,0,0,0,0,0
518,1762970067959,0,0,2,0,0,0,0,0
519,1762970068078,0,0,2,0,0,0,0,0
520,1762970068193,0,0,2,1,0,0,0,0
521,1762970068292,0,0,2,0,0,0,0,0
522,1762970068408,0,0,2,3.32,0,0,0,0
523,1762970068509,0,0,2,0,0,0,0,0
524,1762970068727,0,0,2,0,0,0,0,0
525,1762970068925,0,0,2,3.31,0,0,0,0
526,1762970069025,0,0,2,0,0,0,0,0
527,1762970069076,0,0,2,0,0,0,0,0
528,1762970069174,0,0,2,0,0,0,0,0
529,1762970069308,0,0,2,0,0,0,0,0
530,1762970069526,0,0,2,0,0,0,0,0
531,1762970069625,0,0,2,0,0,0,0,0
532,1762970069724,0,0,2,0,0,0,0,0
533,1762970069891,0,0,2,0,0,0,0,0
534,1762970070058,0,0,2,0,0,0,0,0
535,1762970070158,0,0,2,0,0,0,0,0
536,1762970070274,0,0,2,0,0,0,0,0
537,1762970070391,0,0,2,0,0,0,0,0
538,1762970070607,0,0,2,0,0,0,0,0
539,1762970070708,0,0,2,0,0,0,0,0
540,1762970070957,0,0,2,0,0,0,0,0
541,1762970071056,0,0,2,0,0,0,0,0
542,1762970071190,0,0,2,0,0,0,0,0
543,1762970071273,0,0,2,0,0,0,0,0
544,1762970071489,0,0,2,0,0,0,0,0
545,1762970071590,0,0,2,0,0,0,0,0
546,1762970071705,0,0,2,0,0,0,0,0
547,1762970071840,0,0,2,1,0,0,0,0
548,1762970071923,0,0,2,0,0,0,0,0
549,1762970072038,0,0,2,3.31,0,0,0,0
550,1762970072172,0,0,2,0,0,0,0,0
551,1762970072407,0,0,2,0,0,0,0,0
552,1762970072689,0,0,2,0,0,0,0,0
553,1762970072805,0,0,2,0,0,0,0,0
554,1762970072905,0,0,2,0,0,0,0,0
555,1762970073023,0,0,2,0,0,0,0,0
556,1762970073139,0,0,2,0,0,0,0,0
557,1762970073240,0,0,2,0,0,0,0,0
558,1762970073355,0,0,2,0,0,0,0,0
559,1762970073571,0,0,2,0,0,0,0,0
560,1762970073687,0,0,2,0,0,0,0,0
561,1762970073837,0,0,2,0,0,0,0,0
562,1762970073988,0,0,2,0,0,0,0,0
563,1762970074120,0,0,2,0,0,0,0,0
564,1762970074236,0,0,2,0,0,0,0,0
565,1762970074454,0,0,2,0,0,0,0,0
566,1762970074670,0,0,2,0,0,0,0,0
567,1762970074869,0,0,2,3.32,0,0,0,0
568,1762970075004,0,0,2,0,0,0,0,0
569,1762970075119,0,0,2,0,0,0,0,0
570,1762970075235,0,0,2,3.32,0,0,0,0
571,1762970075335,0,0,2,0,0,0,0,0
572,1762970075452,0,0,2,0,0,0,0,0
573,1762970075554,0,0,2,0,0,0,0,0
574,1762970075669,0,0,2,0,0,0,0,0
