index,date,LOST_MSG_L_MOTOR,BUS_OFF_L_MOTOR,CAN_STATE_L_MOTOR,1,2,3,4,5
55,1762969992603,0,0,2,0,0,0,0,0
56,1762969992703,0,0,2,0,0,0,0,0
57,1762969992837,0,0,2,0,0,0,0,0
58,1762969992986,0,0,2,0,0,0,0,0
59,1762969993085,0,0,2,0,0,0,0,0
60,1762969993187,0,0,2,0,0,0,0,0
61,1762969993285,0,0,2,0,0,0,0,0
62,1762969993419,0,0,2,0,0,0,0,0
63,1762969993585,0,0,2,0,0,0,0,0
64,1762969993702,0,0,2,0,0,0,0,0
65,1762969993836,0,0,2,0,0,0,0,0
66,1762969994035,0,0,2,0,0,0,0,0
67,1762969994353,0,0,2,0,0,0,0,0
68,1762969994469,0,0,2,0,0,0,0,0
69,1762969994569,0,0,2,3.26,0,0,0,0
70,1762969994687,0,0,2,0,0,0,0,0
71,1762969994869,0,0,2,1,0,0,0,0
72,1762969994985,0,0,2,0,0,0,0,0
73,1762969995119,0,0,2,3.31,0,0,0,0
74,1762969995219,0,0,2,0,0,0,0,0
75,1762969995352,0,0,2,0,0,0,0,0
76,1762969995451,0,0,2,0,0,0,0,0
77,1762969995569,0,0,2,0,0,0,0,0
78,1762969995685,0,0,2,0,0,0,0,0
79,1762969995834,0,0,2,0,0,0,0,0
80,1762969995950,0,0,2,0,0,0,0,0
81,1762969996101,0,0,2,0,0,0,0,0
82,1762969996168,0,0,2,0,0,0,0,0
83,1762969996234,0,0,2,0,0,0,0,0
84,1762969996334,0,0,2,0,0,0,0,0
85,1762969996449,0,0,2,0,0,0,0,0
86,1762969996551,0,0,2,0,0,0,0,0
87,1762969996666,0,0,2,0,0,0,0,0
88,1762969996784,0,0,2,0,0,0,0,0
89,1762969997000,0,0,2,0,0,0,0,0
90,1762969997133,0,0,2,0,0,0,0,0
91,1762969997332,0,0,2,0,0,0,0,0
92,1762969997649,0,0,2,0,0,0,0,0
93,1762969997851,0,0,2,0,0,0,0,0
94,1762969998033,0,0,2,0,0,0,0,0
95,1762969998199,0,0,2,0,0,0,0,0
96,1762969998234,0,0,2,3.31,0,0,0,0
97,1762969998315,0,0,2,0,0,0,0,0
98,1762969998414,0,0,2,0,0,0,0,0
99,1762969998531,0,0,2,0,0,0,0,0
100,1762969998648,0,0,2,0,0,0,0,0
101,1762969998750,0,0,2,0,0,0,0,0
102,1762969998915,0,0,2,0,0,0,0,0
103,1762969999049,0,0,2,0,0,0,0,0
104,1762969999132,0,0,2,0,0,0,0,0
105,1762969999365,0,0,2,0,0,0,0,0
106,1762969999632,0,0,2,0,0,0,0,0
107,1762969999765,0,0,2,0,0,0,0,0
108,1762969999982,0,0,2,0,0,0,0,0
109,1762970000231,0,0,2,0,0,0,0,0
110,1762970000298,0,0,2,0,0,0,0,0
111,1762970000414,0,0,2,0,0,0,0,0
112,1762970000630,0,0,2,0,0,0,0,0
113,1762970000765,0,0,2,0,0,0,0,0
114,1762970000934,0,0,2,0,0,0,0,0
115,1762970001080,0,0,2,0,0,0,0,0
116,1762970001297,0,0,2,0,0,0,0,0
117,1762970001397,0,0,2,3.31,0,0,0,0
118,1762970001514,0,0,2,0,0,0,0,0
119,1762970001613,0,0,2,0,0,0,0,0
120,1762970001764,0,0,2,0,0,0,0,0
121,1762970002063,0,0,2,0,0,0,0,0
122,1762970002147,0,0,2,0,0,0,0,0
123,1762970002264,0,0,2,0,0,0,0,0
124,1762970002379,0,0,2,0,0,0,0,0
125,1762970002496,0,0,2,0,0,0,0,0
126,1762970002613,0,0,2,0,0,0,0,0
127,1762970002713,0,0,2,0,0,0,0,0
128,1762970002896,0,0,2,0,0,0,0,0
129,1762970003082,0,0,2,0,0,0,0,0
130,1762970003197,0,0,2,0,0,0,0,0
131,1762970003263,0,0,2,0,0,0,0,0
132,1762970003381,0,0,2,0,0,0,0,0
133,1762970003479,0,0,2,0,0,0,0,0
134,1762970003596,0,0,2,0,0,0,0,0
135,1762970003712,0,0,2,0,0,0,0,0
136,1762970003862,0,0,2,0,0,0,0,0
137,1762970003996,0,0,2,0,0,0,0,0
138,1762970004114,0,0,2,0,0,0,0,0
139,1762970004228,0,0,2,3.26,0,0,0,0
140,1762970004278,0,0,2,0,0,0,0,0
141,1762970004395,0,0,2,0,0,0,0,0
142,1762970004477,0,0,2,0,0,0,0,0
143,1762970004611,0,0,2,3.31,0,0,0,0
144,1762970004695,0,0,2,0,0,0,0,0
145,1762970004911,0,0,2,0,0,0,0,0
146,1762970005029,0,0,2,0,0,0,0,0
147,1762970005160,0,0,2,0,0,0,0,0
148,1762970005311,0,0,2,0,0,0,0,0
149,1762970005360,0,0,2,0,0,0,0,0
150,1762970005459,0,0,2,0,0,0,0,0
151,1762970005576,0,0,2,0,0,0,0,0
152,1762970005710,0,0,2,0,0,0,0,0
153,1762970005846,0,0,2,0,0,0,0,0
154,1762970005994,0,0,2,0,0,0,0,0
155,1762970006078,0,0,2,0,0,0,0,0
156,1762970006162,0,0,2,0,0,0,0,0
157,1762970006244,0,0,2,0,0,0,0,0
158,1762970006344,0,0,2,0,0,0,0,0
159,1762970006462,0,0,2,0,0,0,0,0
160,1762970006559,0,0,2,0,0,0,0,0
161,1762970006675,0,0,2,0,0,0,0,0
162,1762970006826,0,0,2,0,0,0,0,0
163,1762970007025,0,0,2,0,0,0,0,0
164,1762970007359,0,0,2,0,0,0,0,0
165,1762970007443,0,0,2,0,0,0,0,0
166,1762970007575,0,0,2,0,0,0,0,0
167,1762970007842,0,0,2,3.31,0,0,0,0
168,1762970008224,0,0,2,0,0,0,0,0
169,1762970008324,0,0,2,0,0,0,0,0
170,1762970008441,0,0,2,0,0,0,0,0
171,1762970008540,0,0,2,0,0,0,0,0
172,1762970008641,0,0,2,0,0,0,0,0
173,1762970008941,0,0,2,0,0,0,0,0
174,1762970009074,0,0,2,0,0,0,0,0
175,1762970009225,0,0,2,0,0,0,0,0
176,1762970009275,0,0,2,0,0,0,0,0
177,1762970009425,0,0,2,0,0,0,0,0
178,1762970009524,0,0,2,0,0,0,0,0
179,1762970009791,0,0,2,0,0,0,0,0
180,1762970009973,0,0,2,0,0,0,0,0
181,1762970010124,0,0,2,0,0,0,0,0
182,1762970010307,0,0,2,0,0,0,0,0
183,1762970010422,0,0,2,0,0,0,0,0
184,1762970010641,0,0,2,0,0,0,0,0
185,1762970010758,0,0,2,0,0,0,0,0
186,1762970010923,0,0,2,0,0,0,0,0
187,1762970011106,0,0,2,3.31,0,0,0,0
188,1762970011238,0,0,2,0,0,0,0,0
189,1762970011288,0,0,2,0,0,0,0,0
190,1762970011388,0,0,2,0,0,0,0,0
191,1762970011489,0,0,2,3.31,0,0,0,0
192,1762970011522,0,0,2,0,0,0,0,0
193,1762970011623,0,0,2,0,0,0,0,0
194,1762970011754,0,0,2,0,0,0,0,0
195,1762970011921,0,0,2,0,0,0,0,0
196,1762970012070,0,0,2,0,0,0,0,0
197,1762970012222,0,0,2,0,0,0,0,0
198,1762970012304,0,0,2,0,0,0,0,0
199,1762970012405,0,0,2,0,0,0,0,0
200,1762970012506,0,0,2,0,0,0,0,0
201,1762970012620,0,0,2,0,0,0,0,0
202,1762970012737,0,0,2,0,0,0,0,0
203,1762970012921,0,0,2,0,0,0,0,0
204,1762970013070,0,0,2,0,0,0,0,0
205,1762970013304,0,0,2,0,0,0,0,0
206,1762970013422,0,0,2,0,0,0,0,0
207,1762970013537,0,0,2,0,0,0,0,0
208,1762970013720,0,0,2,0,0,0,0,0
209,1762970013887,0,0,2,0,0,0,0,0
210,1762970014002,0,0,2,0,0,0,0,0
211,1762970014136,0,0,2,0,0,0,0,0
212,1762970014321,0,0,2,3.26,0,0,0,0
213,1762970014402,0,0,2,0,0,0,0,0
214,1762970014485,0,0,2,0,0,0,0,0
215,1762970014603,0,0,2,3.32,0,0,0,0
216,1762970014702,0,0,2,0,0,0,0,0
217,1762970014888,0,0,2,0,0,0,0,0
218,1762970014987,0,0,2,0,0,0,0,0
219,1762970015069,0,0,2,0,0,0,0,0
220,1762970015272,0,0,2,0,0,0,0,0
221,1762970015369,0,0,2,0,0,0,0,0
222,1762970015485,0,0,2,0,0,0,0,0
223,1762970015585,0,0,2,0,0,0,0,0
224,1762970015685,0,0,2,0,0,0,0,0
225,1762970015819,0,0,2,0,0,0,0,0
226,1762970015969,0,0,2,0,0,0,0,0
227,1762970016269,0,0,2,0,0,0,0,0
228,1762970016368,0,0,2,0,0,0,0,0
229,1762970016467,0,0,2,0,0,0,0,0
230,1762970016567,0,0,2,0,0,0,0,0
231,1762970016684,0,0,2,0,0,0,0,0
232,1762970016817,0,0,2,0,0,0,0,0
233,1762970017000,0,0,2,0,0,0,0,0
234,1762970017100,0,0,2,0,0,0,0,0
235,1762970017301,0,0,2,0,0,0,0,0
236,1762970017350,0,0,2,3.26,0,0,0,0
237,1762970017450,0,0,2,0,0,0,0,0
238,1762970017567,0,0,2,0,0,0,0,0
239,1762970017701,0,0,2,0,0,0,0,0
240,1762970017801,0,0,2,3.32,0,0,0,0
241,1762970017949,0,0,2,0,0,0,0,0
242,1762970018099,0,0,2,0,0,0,0,0
243,1762970018200,0,0,2,0,0,0,0,0
244,1762970018267,0,0,2,0,0,0,0,0
245,1762970018333,0,0,2,0,0,0,0,0
246,1762970018667,0,0,2,0,0,0,0,0
247,1762970018984,0,0,2,0,0,0,0,0
248,1762970019118,0,0,2,0,0,0,0,0
249,1762970019166,0,0,2,0,0,0,0,0
250,1762970019249,0,0,2,0,0,0,0,0
251,1762970019333,0,0,2,0,0,0,0,0
252,1762970019449,0,0,2,0,0,0,0,0
253,1762970019550,0,0,2,0,0,0,0,0
254,1762970019650,0,0,2,0,0,0,0,0
255,1762970019799,0,0,2,0,0,0,0,0
256,1762970019949,0,0,2,0,0,0,0,0
257,1762970019999,0,0,2,0,0,0,0,0
258,1762970020134,0,0,2,0,0,0,0,0
259,1762970020266,0,0,2,0,0,0,0,0
260,1762970020431,0,0,2,0,0,0,0,0
261,1762970020564,0,0,2,3.26,0,0,0,0
262,1762970020747,0,0,2,0,0,0,0,0
263,1762970020900,0,0,2,0,0,0,0,0
264,1762970021048,0,0,2,3.31,0,0,0,0
265,1762970021215,0,0,2,0,0,0,0,0
266,1762970021315,0,0,2,0,0,0,0,0
267,1762970021417,0,0,2,0,0,0,0,0
268,1762970021519,0,0,2,0,0,0,0,0
269,1762970021764,0,0,2,0,0,0,0,0
270,1762970022080,0,0,2,0,0,0,0,0
271,1762970022152,0,0,2,0,0,0,0,0
272,1762970022347,0,0,2,0,0,0,0,0
273,1762970024911,0,0,2,0,0,0,0,0
274,1762970025045,0,0,2,0,0,0,0,0
275,1762970025112,0,0,2,0,0,0,0,0
276,1762970025195,0,0,2,0,0,0,0,0
277,1762970025428,0,0,2,0,0,0,0,0
278,1762970025495,0,0,2,0,0,0,0,0
279,1762970025613,0,0,2,0,0,0,0,0
280,1762970025744,0,0,2,0,0,0,0,0
281,1762970025961,0,0,2,0,0,0,0,0
282,1762970026128,0,0,2,0,0,0,0,0
283,1762970026377,0,0,2,0,0,0,0,0
284,1762970026477,0,0,2,0,0,0,0,0
285,1762970026577,0,0,2,0,0,0,0,0
286,1762970026809,0,0,2,0,0,0,0,0
287,1762970026910,0,0,2,0,0,0,0,0
288,1762970027027,0,0,2,0,0,0,0,0
289,1762970027126,0,0,2,0,0,0,0,0
290,1762970027245,0,0,2,0,0,0,0,0
291,1762970027360,0,0,2,3.32,0,0,0,0
292,1762970027460,0,0,2,0,0,0,0,0
293,1762970027576,0,0,2,0,0,0,0,0
294,1762970027676,0,0,2,0,0,0,0,0
295,1762970027826,0,0,2,0,0,0,0,0
296,1762970028211,0,0,2,0,0,0,0,0
297,1762970028325,0,0,2,0,0,0,0,0
298,1762970028478,0,0,2,0,0,0,0,0
299,1762970028576,0,0,2,0,0,0,0,0
300,1762970028675,0,0,2,0,0,0,0,0
301,1762970028842,0,0,2,0,0,0,0,0
302,1762970029042,0,0,2,0,0,0,0,0
303,1762970029125,0,0,2,0,0,0,0,0
304,1762970029258,0,0,2,0,0,0,0,0
305,1762970029341,0,0,2,0,0,0,0,0
306,1762970029558,0,0,2,0,0,0,0,0
307,1762970029791,0,0,2,0,0,0,0,0
308,1762970029910,0,0,2,0,0,0,0,0
309,1762970030007,0,0,2,0,0,0,0,0
310,1762970030108,0,0,2,3.31,0,0,0,0
311,1762970030324,0,0,2,0,0,0,0,0
312,1762970030540,0,0,2,0,0,0,0,0
313,1762970030673,0,0,2,0,0,0,0,0
314,1762970030791,0,0,2,0,0,0,0,0
315,1762970030907,0,0,2,0,0,0,0,0
316,1762970031006,0,0,2,0,0,0,0,0
317,1762970031123,0,0,2,0,0,0,0,0
318,1762970031307,0,0,2,0,0,0,0,0
319,1762970031505,0,0,2,0,0,0,0,0
320,1762970031773,0,0,2,0,0,0,0,0
321,1762970031873,0,0,2,0,0,0,0,0
322,1762970032006,0,0,2,0,0,0,0,0
323,1762970032139,0,0,2,0,0,0,0,0
324,1762970032205,0,0,2,0,0,0,0,0
325,1762970032323,0,0,2,0,0,0,0,0
326,1762970032422,0,0,2,0,0,0,0,0
327,1762970032522,0,0,2,0,0,0,0,0
328,1762970032638,0,0,2,0,0,0,0,0
329,1762970032739,0,0,2,0,0,0,0,0
330,1762970032872,0,0,2,0,0,0,0,0
331,1762970032988,0,0,2,0,0,0,0,0
332,1762970033239,0,0,2,0,0,0,0,0
333,1762970033321,0,0,2,3.31,0,0,0,0
334,1762970033405,0,0,2,0,0,0,0,0
335,1762970033505,0,0,2,0,0,0,0,0
336,1762970033621,0,0,2,0,0,0,0,0
337,1762970033738,0,0,2,0,0,0,0,0
338,1762970033871,0,0,2,0,0,0,0,0
339,1762970034071,0,0,2,0,0,0,0,0
340,1762970034187,0,0,2,0,0,0,0,0
341,1762970034288,0,0,2,0,0,0,0,0
342,1762970034387,0,0,2,0,0,0,0,0
343,1762970034505,0,0,2,0,0,0,0,0
344,1762970034604,0,0,2,0,0,0,0,0
345,1762970034721,0,0,2,0,0,0,0,0
346,1762970034870,0,0,2,0,0,0,0,0
347,1762970035020,0,0,2,0,0,0,0,0
348,1762970035120,0,0,2,0,0,0,0,0
349,1762970035221,0,0,2,0,0,0,0,0
350,1762970035487,0,0,2,0,0,0,0,0
351,1762970035619,0,0,2,0,0,0,0,0
352,1762970035736,0,0,2,0,0,0,0,0
353,1762970035853,0,0,2,0,0,0,0,0
354,1762970035953,0,0,2,0,0,0,0,0
355,1762970036055,0,0,2,0,0,0,0,0
356,1762970036186,0,0,2,0,0,0,0,0
357,1762970036302,0,0,2,0,0,0,0,0
358,1762970036386,0,0,2,0,0,0,0,0
359,1762970036586,0,0,2,0,0,0,0,0
360,1762970036703,0,0,2,0,0,0,0,0
361,1762970036836,0,0,2,0,0,0,0,0
362,1762970037151,0,0,2,0,0,0,0,0
363,1762970037252,0,0,2,0,0,0,0,0
364,1762970037467,0,0,2,0,0,0,0,0
365,1762970037583,0,0,2,0,0,0,0,0
366,1762970037685,0,0,2,0,0,0,0,0
367,1762970037918,0,0,2,0,0,0,0,0
368,1762970038034,0,0,2,0,0,0,0,0
369,1762970038168,0,0,2,0,0,0,0,0
370,1762970038285,0,0,2,0,0,0,0,0
371,1762970038467,0,0,2,0,0,0,0,0
372,1762970038567,0,0,2,0,0,0,0,0
373,1762970038684,0,0,2,0,0,0,0,0
374,1762970038819,0,0,2,0,0,0,0,0
375,1762970038901,0,0,2,0,0,0,0,0
376,1762970039033,0,0,2,0,0,0,0,0
377,1762970039134,0,0,2,0,0,0,0,0
378,1762970039252,0,0,2,0,0,0,0,0
379,1762970039566,0,0,2,0,0,0,0,0
380,1762970039683,0,0,2,3.26,0,0,0,0
381,1762970039798,0,0,2,0,0,0,0,0
382,1762970039917,0,0,2,0,0,0,0,0
383,1762970039999,0,0,2,0,0,0,0,0
384,1762970040116,0,0,2,3.31,0,0,0,0
385,1762970040232,0,0,2,0,0,0,0,0
386,1762970040348,0,0,2,0,0,0,0,0
387,1762970040549,0,0,2,0,0,0,0,0
388,1762970040666,0,0,2,0,0,0,0,0
389,1762970040816,0,0,2,0,0,0,0,0
390,1762970040899,0,0,2,0,0,0,0,0
391,1762970041032,0,0,2,0,0,0,0,0
392,1762970041231,0,0,2,0,0,0,0,0
393,1762970041349,0,0,2,0,0,0,0,0
394,1762970041448,0,0,2,0,0,0,0,0
395,1762970041665,0,0,2,0,0,0,0,0
396,1762970041782,0,0,2,0,0,0,0,0
397,1762970041881,0,0,2,0,0,0,0,0
398,1762970042464,0,0,2,0,0,0,0,0
399,1762970042531,0,0,2,0,0,0,0,0
400,1762970042647,0,0,2,0,0,0,0,0
401,1762970042764,0,0,2,0,0,0,0,0
402,1762970042882,0,0,2,0,0,0,0,0
403,1762970042980,0,0,2,0,0,0,0,0
404,1762970043097,0,0,2,0,0,0,0,0
405,1762970043214,0,0,2,0,0,0,0,0
406,1762970043380,0,0,2,3.31,0,0,0,0
407,1762970043513,0,0,2,0,0,0,0,0
408,1762970043747,0,0,2,0,0,0,0,0
409,1762970043897,0,0,2,0,0,0,0,0
410,1762970044029,0,0,2,0,0,0,0,0
411,1762970044129,0,0,2,0,0,0,0,0
412,1762970044249,0,0,2,0,0,0,0,0
413,1762970044412,0,0,2,0,0,0,0,0
414,1762970044746,0,0,2,0,0,0,0,0
415,1762970045012,0,0,2,0,0,0,0,0
416,1762970045079,0,0,2,0,0,0,0,0
417,1762970045362,0,0,2,0,0,0,0,0
418,1762970046611,0,0,2,0,0,0,0,0
419,1762970046711,0,0,2,0,0,0,0,0
420,1762970046878,0,0,2,0,0,0,0,0
421,1762970047194,0,0,2,0,0,0,0,0
422,1762970047294,0,0,2,0,0,0,0,0
423,1762970047594,0,0,2,0,0,0,0,0
424,1762970047710,0,0,2,0,0,0,0,0
425,1762970047860,0,0,2,0,0,0,0,0
426,1762970048046,0,0,2,0,0,0,0,0
427,1762970048176,0,0,2,0,0,0,0,0
428,1762970048277,0,0,2,0,0,0,0,0
429,1762970048376,0,0,2,0,0,0,0,0
430,1762970048492,0,0,2,0,0,0,0,0
431,1762970048593,0,0,2,0,0,0,0,0
432,1762970048692,0,0,2,0,0,0,0,0
433,1762970048891,0,0,2,0,0,0,0,0
434,1762970048943,0,0,2,0,0,0,0,0
435,1762970049078,0,0,2,0,0,0,0,0
436,1762970049176,0,0,2,0,0,0,0,0
437,1762970049358,0,0,2,0,0,0,0,0
438,1762970049477,0,0,2,0,0,0,0,0
439,1762970049574,0,0,2,0,0,0,0,0
440,1762970049807,0,0,2,0,0,0,0,0
441,1762970050007,0,0,2,0,0,0,0,0
442,1762970050156,0,0,2,0,0,0,0,0
443,1762970050356,0,0,2,0,0,0,0,0
444,1762970050556,0,0,2,0,0,0,0,0
445,1762970050690,0,0,2,0,0,0,0,0
446,1762970050790,0,0,2,0,0,0,0,0
447,1762970050907,0,0,2,0,0,0,0,0
448,1762970051122,0,0,2,0,0,0,0,0
449,1762970051223,0,0,2,0,0,0,0,0
450,1762970051339,0,0,2,0,0,0,0,0
451,1762970051439,0,0,2,0,0,0,0,0
452,1762970051556,0,0,2,0,0,0,0,0
453,1762970051673,0,0,2,0,0,0,0,0
454,1762970051924,0,0,2,0,0,0,0,0
455,1762970052006,0,0,2,0,0,0,0,0
456,1762970052106,0,0,2,0,0,0,0,0
457,1762970052222,0,0,2,0,0,0,0,0
458,1762970052371,0,0,2,0,0,0,0,0
459,1762970052455,0,0,2,3.31,0,0,0,0
460,1762970052556,0,0,2,0,0,0,0,0
461,1762970052655,0,0,2,0,0,0,0,0
462,1762970052788,0,0,2,0,0,0,0,0
463,1762970052906,0,0,2,3.32,0,0,0,0
464,1762970052988,0,0,2,0,0,0,0,0
465,1762970053105,0,0,2,0,0,0,0,0
466,1762970053338,0,0,2,0,0,0,0,0
467,1762970053454,0,0,2,0,0,0,0,0
468,1762970053573,0,0,2,0,0,0,0,0
469,1762970053654,0,0,2,0,0,0,0,0
470,1762970053821,0,0,2,0,0,0,0,0
471,1762970053987,0,0,2,0,0,0,0,0
472,1762970054088,0,0,2,0,0,0,0,0
473,1762970054188,0,0,2,0,0,0,0,0
474,1762970054337,0,0,2,0,0,0,0,0
475,1762970054420,0,0,2,0,0,0,0,0
476,1762970054553,0,0,2,0,0,0,0,0
477,1762970054637,0,0,2,0,0,0,0,0
478,1762970054769,0,0,2,0,0,0,0,0
479,1762970054869,0,0,2,0,0,0,0,0
480,1762970055086,0,0,2,0,0,0,0,0
481,1762970055303,0,0,2,0,0,0,0,0
482,1762970055419,0,0,2,0,0,0,0,0
483,1762970055553,0,0,2,0,0,0,0,0
484,1762970055752,0,0,2,33139,0,0,0,0
485,1762970055835,0,0,2,0,0,0,0,0
486,1762970055902,0,0,2,0,0,0,0,0
487,1762970056002,0,0,2,0,0,0,0,0
488,1762970056136,0,0,2,3.32,0,0,0,0
489,1762970056252,0,0,2,0,0,0,0,0
490,1762970056368,0,0,2,0,0,0,0,0
491,1762970056535,0,0,2,0,0,0,0,0
492,1762970056618,0,0,2,0,0,0,0,0
493,1762970056736,0,0,2,0,0,0,0,0
494,1762970056837,0,0,2,0,0,0,0,0
495,1762970056951,0,0,2,0,0,0,0,0
496,1762970057085,0,0,2,0,0,0,0,0
497,1762970057201,0,0,2,0,0,0,0,0
498,1762970057401,0,0,2,0,0,0,0,0
499,1762970057534,0,0,2,0,0,0,0,0
500,1762970057601,0,0,2,0,0,0,0,0
501,1762970057735,0,0,2,0,0,0,0,0
502,1762970057851,0,0,2,0,0,0,0,0
503,1762970057970,0,0,2,0,0,0,0,0
504,1762970058183,0,0,2,0,0,0,0,0
505,1762970058384,0,0,2,0,0,0,0,0
506,1762970058501,0,0,2,0,0,0,0,0
507,1762970058600,0,0,2,0,0,0,0,0
508,1762970058700,0,0,2,0,0,0,0,0
509,1762970058850,0,0,2,3.31,0,0,0,0
510,1762970058934,0,0,2,0,0,0,0,0
511,1762970059167,0,0,2,0,0,0,0,0
512,1762970059249,0,0,2,0,0,0,0,0
513,1762970059399,0,0,2,0,0,0,0,0
514,1762970059532,0,0,2,0,0,0,0,0
515,1762970059600,0,0,2,0,0,0,0,0
516,1762970059700,0,0,2,0,0,0,0,0
517,1762970059816,0,0,2,0,0,0,0,0
518,1762970059917,0,0,2,0,0,0,0,0
519,1762970060031,0,0,2,0,0,0,0,0
520,1762970060265,0,0,2,0,0,0,0,0
521,1762970060365,0,0,2,0,0,0,0,0
522,1762970060482,0,0,2,0,0,0,0,0
523,1762970060698,0,0,2,0,0,0,0,0
524,1762970060814,0,0,2,0,0,0,0,0
525,1762970061015,0,0,2,0,0,0,0,0
526,1762970061398,0,0,2,0,0,0,0,0
527,1762970061581,0,0,2,0,0,0,0,0
528,1762970061932,0,0,2,0,0,0,0,0
529,1762970062147,0,0,2,0,0,0,0,0
530,1762970062447,0,0,2,0,0,0,0,0
531,1762970062563,0,0,2,0,0,0,0,0
532,1762970062680,0,0,2,0,0,0,0,0
533,1762970062780,0,0,2,0,0,0,0,0
534,1762970062899,0,0,2,0,0,0,0,0
535,1762970062996,0,0,2,0,0,0,0,0
536,1762970063114,0,0,2,0,0,0,0,0
537,1762970063230,0,0,2,0,0,0,0,0
538,1762970063329,0,0,2,0,0,0,0,0
539,1762970063429,0,0,2,0,0,0,0,0
540,1762970063579,0,0,2,0,0,0,0,0
541,1762970063680,0,0,2,0,0,0,0,0
542,1762970063779,0,0,2,0,0,0,0,0
543,1762970063879,0,0,2,0,0,0,0,0
544,1762970063978,0,0,2,0,0,0,0,0
545,1762970064245,0,0,2,0,0,0,0,0
546,1762970064312,0,0,2,0,0,0,0,0
547,1762970064578,0,0,2,0,0,0,0,0
548,1762970064661,0,0,2,0,0,0,0,0
549,1762970064763,0,0,2,0,0,0,0,0
550,1762970064914,0,0,2,0,0,0,0,0
551,1762970064995,0,0,2,1,0,0,0,0
552,1762970065111,0,0,2,0,0,0,0,0
553,1762970065194,0,0,2,0,0,0,0,0
554,1762970065311,0,0,2,0,0,0,0,0
555,1762970065411,0,0,2,0,0,0,0,0
556,1762970065628,0,0,2,0,0,0,0,0
557,1762970066180,0,0,2,0,0,0,0,0
558,1762970066278,0,0,2,0,0,0,0,0
559,1762970066728,0,0,2,0,0,0,0,0
560,1762970066859,0,0,2,0,0,0,0,0
561,1762970066994,0,0,2,0,0,0,0,0
562,1762970067060,0,0,2,0,0,0,0,0
563,1762970067177,0,0,2,0,0,0,0,0
564,1762970067276,0,0,2,0,0,0,0,0
565,1762970067694,0,0,2,0,0,0,0,0
566,1762970067727,0,0,2,0,0,0,0,0
567,1762970067926,0,0,2,0,0,0,0,0
568,1762970068009,0,0,2,0,0,0,0,0
569,1762970068059,0,0,2,0,0,0,0,0
570,1762970068193,0,0,2,1,0,0,0,0
571,1762970068275,0,0,2,0,0,0,0,0
572,1762970068493,0,0,2,0,0,0,0,0
573,1762970068594,0,0,2,0,0,0,0,0
574,1762970068709,0,0,2,0,0,0,0,0
