index,date,ALTITUDE,GROUND_SPEED,FIX
101,1780261020426,65416,0,0
102,1780261021660,65412,0,0
103,1780261022108,65425,0,0
104,1780261022642,65414,0,65414
105,1780261023010,65416,0,0
106,1780261023141,65406,0,0
107,1780261023675,65410,0,0
108,1780261024259,65410,0,0
109,1780261024541,65402,0,0
110,1780261026891,65414,0,0
111,1780261027058,65412,0,0
112,1780261027675,65404,0,0
113,1780261030608,65404,0,0
114,1780261031259,65406,0,0
115,1780261031558,65404,0,0
116,1780261032508,65408,0,0
117,1780261032792,65402,0,0
118,1780261033157,65402,0,0
119,1780261033407,65401,0,0
120,1780261034775,65404,0,0
121,1780261035424,65408,0,0
122,1780261036174,65408,0,0
123,1780261037707,65406,0,0
124,1780261037941,65408,0,0
125,1780261041540,65411,0,0
126,1780261041824,65406,0,0
127,1780261042890,65416,0,0
128,1780261043106,65410,0,0
129,1780261043473,65408,0,0
130,1780261043674,65401,0,0
131,1780261044057,65399,0,0
132,1780261045076,65411,0,0
133,1780261046073,65410,0,0
134,1780261046524,65404,0,0
135,1780261047106,65404,0,0
136,1780261047306,65404,0,0
137,1780261048006,65404,0,0
138,1780261048706,65404,0,0
139,1780261050190,65400,0,0
140,1780261050407,65404,0,0
141,1780261050856,65402,0,0
142,1780261050940,65404,0,0
143,1780261051473,65402,0,0
144,1780261053040,65408,0,0
145,1780261053792,65410,0,0
146,1780261054357,65399,0,0
147,1780261056090,65408,0,0
148,1780261056306,65407,0,0
149,1780261057290,65408,0,0
150,1780261057456,65410,0,0
151,1780261057822,65402,0,0
152,1780261058156,65408,0,0
153,1780261058740,65412,0,0
154,1780261059023,65406,0,0
155,1780261059057,65404,0,0
156,1780261059722,65410,0,0
157,1780261060839,65408,0,0
158,1780261061490,65406,0,0
159,1780261061623,65407,0,0
160,1780261061956,65402,0,0
161,1780261062206,65401,0,0
162,1780261062939,65402,0,0
163,1780261063190,65401,0,0
164,1780261063607,65404,0,0
165,1780261065122,65412,0,0
166,1780261065539,65409,0,0
167,1780261066440,65404,0,0
168,1780261066739,65399,0,0
169,1780261067523,65404,0,0
170,1780261067856,65400,0,0
171,1780261068556,65401,0,0
172,1780261068956,65402,0,0
173,1780261070456,65404,0,0
174,1780261072105,65404,0,0
175,1780261072889,65406,0,0
176,1780261075474,65404,0,0
177,1780261076138,65400,0,0
178,1780261076472,65406,0,0
179,1780261076755,65408,0,0
180,1780261077671,65408,0,0
181,1780261078705,65406,0,0
182,1780261079522,65406,0,0
183,1780261079721,65412,0,0
184,1780261080338,65410,0,0
185,1780261081289,0,0,112
186,1780261081955,65406,0,0
187,1780261082039,65408,0,0
188,1780261083321,65401,0,0
189,1780261084387,65402,0,0
190,1780261084972,65397,0,0
191,1780261085954,65406,0,0
192,1780261086706,65401,0,0
193,1780261087321,65406,0,0
194,1780261087722,65404,0,0
195,1780261089455,65403,0,0
196,1780261089955,65408,0,0
197,1780261090488,65404,0,0
198,1780261090654,65401,0,0
199,1780261090939,65404,0,0
200,1780261091656,65404,0,0
201,1780261091805,65401,0,0
202,1780261091855,65397,0,0
203,1780261092921,65400,0,0
204,1780261094238,65401,0,0
205,1780261094987,65405,0,0
206,1780261095521,65407,0,0
207,1780261095738,65410,0,65410
208,1780261095854,65408,0,0
209,1780261096687,65406,0,0
210,1780261097305,65408,0,0
211,1780261097871,65395,0,0
212,1780261099023,65397,0,0
213,1780261100220,65401,0,0
214,1780261100606,65401,0,0
215,1780261101704,65399,0,0
216,1780261103654,65398,0,0
217,1780261103687,65398,0,0
218,1780261105953,65405,0,0
219,1780261106820,65408,0,0
220,1780261107937,65402,0,0
221,1780261108070,65400,0,0
222,1780261108937,65398,0,0
223,1780261109304,65396,0,0
224,1780261110119,65394,0,0
225,1780261112387,65398,0,0
226,1780261112637,65393,0,0
227,1780261112937,65403,0,0
228,1780261113136,65395,0,0
229,1780261114504,65398,0,0
230,1780261114986,65401,0,0
231,1780261116719,65401,0,0
232,1780261116853,65404,0,0
233,1780261117336,65401,0,0
234,1780261117777,65398,0,0
235,1780261118903,65396,0,0
236,1780261119935,65400,0,0
237,1780261120553,65401,0,0
238,1780261121186,65392,0,0
239,1780261121252,65396,0,0
240,1780261121719,65400,0,0
241,1780261122586,65394,0,0
242,1780261122870,65396,0,0
243,1780261124319,65396,0,0
244,1780261125553,65396,0,0
245,1780261126052,65383,0,0
246,1780261126169,65392,0,0
247,1780261126785,65396,0,0
248,1780261127203,65394,0,0
249,1780261128068,65396,0,0
250,1780261129185,65401,0,0
251,1780261129669,65392,0,0
252,1780261129885,65390,0,0
253,1780261131486,65390,0,0
254,1780261132352,65396,0,0
255,1780261132402,65394,0,0
256,1780261132652,65394,0,0
257,1780261132769,65400,0,0
258,1780261133435,65394,0,0
259,1780261133718,65394,0,0
260,1780261133918,65400,0,0
261,1780261134502,65401,0,0
262,1780261135118,65394,0,0
263,1780261135485,65394,0,0
264,1780261136068,65396,0,0
265,1780261136968,65400,0,0
266,1780261137135,65394,0,0
267,1780261137685,65394,0,0
268,1780261138085,65392,0,0
269,1780261138252,65394,0,0
270,1780261138335,65388,0,0
271,1780261138453,65392,0,0
272,1780261138618,65390,0,0
273,1780261138785,65388,0,0
274,1780261139085,65396,0,0
275,1780261139368,65388,0,0
276,1780261139451,65394,0,0
277,1780261140601,65396,0,0
278,1780261143002,65396,0,0
279,1780261143118,65395,0,0
280,1780261143452,65392,0,0
281,1780261144735,65381,0,0
282,1780261145801,65400,0,0
283,1780261147322,65398,0,0
284,1780261148235,65385,0,0
285,1780261149384,65398,0,0
286,1780261149717,65388,0,0
287,1780261150001,65388,0,0
288,1780261151367,65394,0,0
289,1780261151486,65396,0,0
290,1780261151785,65392,0,0
291,1780261152435,65390,0,0
292,1780261152600,65394,0,0
293,1780261153218,65392,0,0
294,1780261153351,65401,0,0
295,1780261155251,65385,0,0
296,1780261155868,65381,0,0
297,1780261155951,65394,0,0
298,1780261156734,65390,0,0
299,1780261157468,65381,0,0
300,1780261159168,65383,0,0
301,1780261160850,65398,0,0
302,1780261161550,65394,0,0
303,1780261162300,65392,0,0
304,1780261162500,65388,0,0
305,1780261162634,65400,0,0
306,1780261164034,65396,0,0
307,1780261164201,65390,0,0
308,1780261164367,65398,0,0
309,1780261164767,65398,0,0
310,1780261165350,65395,0,0
311,1780261166101,65394,0,0
312,1780261166417,65390,0,0
313,1780261166952,65390,0,0
314,1780261167451,65385,0,0
315,1780261167950,65388,0,0
316,1780261168117,65398,0,0
317,1780261168684,65400,0,0
318,1780261171117,65396,0,0
319,1780261171250,65394,0,0
320,1780261172900,65396,0,0
321,1780261173066,65385,0,0
322,1780261173433,65388,0,0
323,1780261173567,65392,0,0
324,1780261174749,65385,0,0
325,1780261175416,65398,0,0
326,1780261175502,65388,0,0
327,1780261175902,65400,0,0
328,1780261180169,65394,0,0
329,1780261180649,65394,0,0
330,1780261180817,65398,0,0
331,1780261181065,65405,0,0
332,1780261181816,65400,0,0
333,1780261182133,65396,0,0
334,1780261182266,65396,0,0
335,1780261182584,65398,0,0
336,1780261182833,65388,0,0
337,1780261183948,65399,0,0
338,1780261184166,65400,0,0
339,1780261184282,65400,0,0
340,1780261184316,65390,0,0
341,1780261185233,65383,0,0
342,1780261185599,65390,0,0
343,1780261187082,65396,0,0
344,1780261189566,65398,0,0
345,1780261190382,0,0,347
346,1780261190515,65385,0,0
347,1780261190750,65394,0,0
348,1780261191549,65381,0,0
349,1780261192783,65384,0,0
350,1780261192899,65390,0,0
351,1780261195783,65377,0,0
352,1780261196115,65396,0,0
353,1780261196866,65385,0,0
354,1780261197267,65381,0,0
355,1780261197765,65381,0,0
356,1780261197931,65383,0,0
357,1780261199665,65394,0,0
358,1780261199832,65385,0,0
359,1780261200031,65383,0,0
360,1780261201198,65385,0,0
361,1780261201598,65377,0,0
362,1780261202715,65383,0,0
363,1780261203331,65398,0,0
364,1780261203465,65390,0,0
365,1780261203497,65371,0,0
366,1780261203831,65394,0,0
367,1780261204081,65375,0,0
368,1780261205064,65379,0,0
369,1780261205231,65383,0,0
370,1780261206230,65381,0,0
371,1780261206630,65388,0,0
372,1780261209765,65394,0,0
373,1780261211214,65388,0,0
374,1780261211785,65375,0,0
375,1780261212531,65379,0,0
376,1780261213647,65377,0,0
377,1780261214631,65385,0,0
378,1780261215214,65385,0,0
379,1780261216581,65375,0,0
380,1780261217198,65383,0,0
381,1780261217982,65384,0,0
382,1780261218347,65383,0,0
383,1780261220614,65385,0,0
384,1780261220780,65377,0,0
385,1780261221448,65371,0,0
386,1780261221480,65381,0,0
387,1780261221731,65366,0,0
388,1780261222514,65381,0,0
389,1780261222681,65369,0,0
390,1780261223130,65379,0,0
391,1780261224613,65383,0,0
392,1780261225314,65371,0,0
393,1780261226146,65381,0,0
394,1780261226397,65388,0,0
395,1780261227631,65390,0,0
396,1780261227996,65383,0,0
397,1780261228665,65379,0,0
398,1780261228913,65383,0,0
399,1780261229231,65383,0,0
400,1780261231046,65394,0,0
401,1780261232946,65377,0,0
402,1780261233363,65392,0,0
403,1780261235429,65390,0,0
404,1780261235679,65394,0,0
405,1780261235797,65385,0,0
406,1780261236696,65392,0,0
407,1780261236946,65379,0,0
408,1780261237112,65385,0,0
409,1780261237412,65390,0,0
410,1780261237612,65388,0,0
411,1780261238429,65381,0,0
412,1780261239296,65396,0,0
413,1780261239795,65385,0,0
