index,date,DISTANCE_P_ODOM,DISTANCE_T_ODOM
511,1782588757556,0,0
512,1782588757689,0,0
513,1782588758572,0,0
514,1782588758922,0,0
515,1782588759272,0,0
516,1782588759604,0,0
517,1782588760453,0,0
518,1782588760787,0,0
519,1782588761086,0,0
520,1782588765199,0,0
521,1782588765382,0,0
522,1782588766382,0,0
523,1782588767531,0,0
524,1782588767947,0,0
525,1782588768580,0,0
526,1782588768597,0,0
527,1782588768797,0,0
528,1782588769163,0,0
529,1782588769513,0,0
530,1782588769812,0,0
531,1782588770879,0,0
532,1782588771245,0,0
533,1782588771578,0,0
534,1782588771893,0,0
535,1782588772493,0,0
536,1782588772694,0,0
537,1782588773093,0,0
538,1782588773359,0,0
539,1782588773609,0,0
540,1782588773958,0,0
541,1782588775057,0,0
542,1782588778605,0,0
543,1782588779022,0,0
544,1782588779604,0,0
545,1782588779637,0,0
546,1782588779737,0,0
547,1782588780053,0,0
548,1782588780486,0,0
549,1782588780770,0,0
550,1782588782568,0,0
551,1782588784300,0,0
552,1782588785732,0,0
553,1782588785998,0,0
554,1782588786381,0,0
555,1782588786632,0,0
556,1782588786964,0,0
557,1782588787814,0,0
558,1782588788131,0,0
559,1782588788447,0,0
560,1782588788812,0,0
561,1782588789146,0,0
562,1782588789595,0,0
563,1782588789812,0,0
564,1782588790593,0,0
565,1782588790611,0,0
566,1782588790711,0,0
567,1782588791045,0,0
568,1782588791360,0,0
569,1782588791694,0,0
570,1782588796323,0,0
571,1782588796656,0,0
572,1782588796923,0,0
573,1782588797457,0,0
574,1782588797772,0,0
575,1782588798139,0,0
576,1782588798755,0,0
577,1782588799670,0,0
578,1782588799954,0,0
579,1782588803101,0,0
580,1782588803502,0,0
581,1782588803850,0,0
582,1782588804134,0,0
583,1782588804400,0,0
584,1782588804849,0,0
585,1782588805199,0,0
586,1782588805599,0,0
587,1782588805849,0,0
588,1782588807064,0,0
589,1782588808779,0,0
590,1782588809129,0,0
591,1782588810278,0,0
592,1782588810628,0,0
593,1782588811012,0,0
594,1782588811277,0,0
595,1782588811677,0,0
596,1782588811760,0,0
597,1782588812143,0,0
598,1782588812609,0,0
599,1782588816773,0,0
600,1782588817422,0,0
601,1782588818055,0,0
602,1782588818604,0,0
603,1782588818887,0,0
604,1782588819903,0,0
605,1782588820319,0,0
606,1782588820570,0,0
607,1782588821569,0,0
608,1782588821818,0,0
609,1782588825883,0,0
610,1782588826165,0,0
611,1782588827430,0,2304
612,1782588827763,0,0
613,1782588828097,0,0
614,1782588828962,0,0
615,1782588829279,0,0
616,1782588835740,0,0
617,1782588836073,0,0
618,1782588836524,0,0
619,1782588836873,0,0
620,1782588837206,0,0
621,1782588837555,0,0
622,1782588838821,0,0
623,1782588840169,0,0
624,1782588840536,0,0
625,1782588840819,0,0
626,1782588841035,0,0
627,1782588841485,0,0
628,1782588841835,0,0
629,1782588842084,0,0
630,1782588842384,0,0
631,1782588842701,0,0
632,1782588846216,0,0
633,1782588847348,0,0
634,1782588847680,0,0
635,1782588847996,0,0
636,1782588848280,0,0
637,1782588849129,0,0
638,1782588849478,0,0
639,1782588849812,0,0
640,1782588850128,0,0
641,1782588851010,0,0
642,1782588851260,0,0
643,1782588851610,0,0
644,1782588854491,0,0
645,1782588854857,0,0
646,1782588855607,0,0
647,1782588855790,0,0
648,1782588856056,0,0
649,1782588856673,0,0
650,1782588856739,0,0
651,1782588857005,0,0
652,1782588857322,0,0
653,1782588858206,0,0
654,1782588858354,0,0
655,1782588858589,0,0
656,1782588858987,0,0
657,1782588859253,0,0
658,1782588859637,0,0
659,1782588859920,0,0
660,1782588860786,0,0
661,1782588861102,0,0
662,1782588868081,0,0
663,1782588868379,0,0
664,1782588868680,0,0
665,1782588868962,0,0
666,1782588869512,0,0
667,1782588869729,0,0
668,1782588870144,0,0
669,1782588870361,0,0
670,1782588870860,0,0
671,1782588871244,0,0
672,1782588871627,0,0
673,1782588871926,0,0
674,1782588873059,0,0
675,1782588873375,0,0
676,1782588873692,0,0
677,1782588873974,0,0
678,1782588876872,0,0
679,1782588877221,0,0
680,1782588877605,0,0
681,1782588878004,0,0
682,1782588878687,0,0
683,1782588878688,0,0
684,1782588878904,0,0
685,1782588879270,0,0
686,1782588879553,0,0
687,1782588879853,0,0
688,1782588880052,0,0
689,1782588880719,0,0
690,1782588881018,0,0
691,1782588881401,0,0
692,1782588882783,0,0
693,1782588885166,0,0
694,1782588885481,0,0
695,1782588888662,0,0
696,1782588889045,0,0
697,1782588889705,0,0
698,1782588889728,0,0
699,1782588889828,0,0
700,1782588890694,0,0
701,1782588890994,0,0
702,1782588891628,0,0
703,1782588891944,0,0
704,1782588895040,0,0
705,1782588895340,0,0
706,1782588895707,0,0
707,1782588895989,0,0
708,1782588897455,0,0
709,1782588901501,0,0
710,1782588901835,0,0
711,1782588903350,0,0
712,1782588904799,0,0
713,1782588905165,0,0
714,1782588907846,0,0
715,1782588908462,0,0
716,1782588908811,0,0
717,1782588908978,0,0
718,1782588910044,0,0
719,1782588910377,0,0
720,1782588911693,0,0
721,1782588911710,0,0
722,1782588911876,0,0
723,1782588912809,0,0
724,1782588913192,0,0
725,1782588913809,0,0
726,1782588915273,0,0
727,1782588915473,0,0
728,1782588916539,0,0
729,1782588917605,0,0
730,1782588918770,0,0
731,1782588919703,0,0
732,1782588919902,0,0
733,1782588920968,0,0
734,1782588921135,0,0
735,1782588922184,0,0
736,1782588922883,0,0
737,1782588923016,0,0
738,1782588923300,0,0
739,1782588923683,0,0
740,1782588924615,0,0
741,1782588924799,0,0
742,1782588925048,0,0
743,1782588926230,0,0
744,1782588926797,0,0
745,1782588926946,0,0
746,1782588928012,0,0
747,1782588928229,0,0
748,1782588929445,0,0
749,1782588929527,0,0
750,1782588931676,0,0
751,1782588931809,0,0
752,1782588932010,0,0
753,1782588934107,0,0
754,1782588934390,0,0
755,1782588935657,0,0
756,1782588935957,0,0
